"human_gene","human_id","mouse_gene","mouse_id","phenotype","extra","n_mouse","n_human","ortholog_type"
"STS",412,"Sts","MGI:98438","",NA,1,1,"one-to-one"
"STT3A",3703,"Stt3a","MGI:105124","",NA,1,1,"one-to-one"
"STT3B",201595,"Stt3b","MGI:1915542","MP:0005376, MP:0005378, MP:0005380, MP:0005386, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"STUB1",10273,"Stub1","MGI:1891731","MP:0003631, MP:0005367, MP:0005369, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005386, MP:0005387, MP:0005389, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"STUM",375057,"Stum","MGI:2138735","",NA,1,1,"one-to-one"
"STX11",8676,"Stx11","MGI:1921982","MP:0005367, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"STX12",23673,"Stx12","MGI:1931027","",NA,1,1,"one-to-one"
"STX16",8675,"Stx16","MGI:1923396","MP:0005376, MP:0005378, MP:0005386, MP:0005390",NA,1,1,"one-to-one"
"STX17",55014,"Stx17","MGI:1914977","MP:0005369, MP:0005385",NA,1,1,"one-to-one"
"STX18",53407,"Stx18","MGI:1918366","MP:0005376, MP:0010768",NA,1,1,"one-to-one"
"STX19",415117,"Stx19","MGI:1915409","MP:0005376, MP:0010771",NA,1,1,"one-to-one"
"STX1A",6804,"Stx1a","MGI:109355","MP:0003631, MP:0005376, MP:0005378, MP:0005380, MP:0005386, MP:0005391, MP:0010768",NA,1,1,"one-to-one"
"STX1B",112755,"Stx1b","MGI:1930705","MP:0003631, MP:0005378, MP:0005379, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"STX2",2054,"Stx2","MGI:108059","MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005387, MP:0005389, MP:0005391, MP:0005397",NA,1,1,"one-to-one"
"STX3",6809,"Stx3","MGI:103077","MP:0005384, MP:0005386, MP:0005387, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"STX4",6810,"Stx4a","MGI:893577","MP:0005376, MP:0010768",NA,1,1,"one-to-one"
"STX5",6811,"Stx5a","MGI:1928483","MP:0003631, MP:0005385, MP:0005391, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"STX6",10228,"Stx6","MGI:1926235","MP:0005376, MP:0005386, MP:0010771",NA,1,1,"one-to-one"
"STX7",8417,"Stx7","MGI:1858210","MP:0005376, MP:0005379, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"STX8",9482,"Stx8","MGI:1890156","MP:0005376, MP:0005390, MP:0005397",NA,1,1,"one-to-one"
"STXBP1",6812,"Stxbp1","MGI:107363","MP:0003631, MP:0005376, MP:0005377, MP:0005378, MP:0005380, MP:0005385, MP:0005386, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"STXBP2",6813,"Stxbp2","MGI:107370","MP:0005384, MP:0005387, MP:0005388, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"STXBP3",6814,"Stxbp3","MGI:107362","MP:0003631, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0010768",NA,1,1,"one-to-one"
"STXBP4",252983,"Stxbp4","MGI:1342296","MP:0005376",NA,1,1,"one-to-one"
"STXBP5",134957,"Stxbp5","MGI:1926058","MP:0003631, MP:0005367, MP:0005386, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"STXBP5L",9515,"Stxbp5l","MGI:2443815","MP:0003631, MP:0005376, MP:0005378, MP:0005385, MP:0005386, MP:0005390, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"STXBP6",29091,"Stxbp6","MGI:2384963","",NA,1,1,"one-to-one"
"STYK1",55359,"Styk1","MGI:2141396","",NA,1,1,"one-to-one"
"STYX",6815,"Styx","MGI:1891150","MP:0005384, MP:0005389",NA,2,1,"one-to-many (human-to-mouse)"
"STYX",6815,"Styx-ps","MGI:3709613","",NA,2,1,"one-to-many (human-to-mouse)"
"STYXL1",51657,"Styxl1","MGI:1923821","MP:0005384, MP:0005389",NA,1,1,"one-to-one"
"STYXL2",92235,"Styxl2","MGI:2685055","MP:0005369, MP:0005376, MP:0005385, MP:0005387, MP:0005388, MP:0010768",NA,1,1,"one-to-one"
"SUB1",10923,"Sub1","MGI:104811","MP:0005389, MP:0010768",NA,1,1,"one-to-one"
"SUCLA2",8803,"Sucla2","MGI:1306775","MP:0005369, MP:0005370, MP:0005376, MP:0005378, MP:0005380, MP:0005384, MP:0005385, MP:0010768",NA,1,1,"one-to-one"
"SUCLG1",8802,"Suclg1","MGI:1927234","MP:0010768",NA,1,1,"one-to-one"
"SUCLG2",8801,"Suclg2","MGI:1306824","MP:0005384, MP:0005391, MP:0010768",NA,1,1,"one-to-one"
"SUCNR1",56670,"Sucnr1","MGI:1934135","MP:0005367, MP:0005376, MP:0005384, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"SUCO",51430,"Suco","MGI:2138346","MP:0003631, MP:0005367, MP:0005376, MP:0005378, MP:0005382, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005390, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"SUDS3",64426,"Suds3","MGI:1919204","MP:0005384, MP:0010768",NA,1,1,"one-to-one"
"SUFU",51684,"Sufu","MGI:1345643","MP:0001186, MP:0003631, MP:0005369, MP:0005370, MP:0005371, MP:0005375, MP:0005376, MP:0005378, MP:0005380, MP:0005381, MP:0005382, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005390, MP:0005391, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"SUGCT",79783,"Sugct","MGI:1923221","MP:0005367, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005381, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"SUGP1",57794,"Sugp1","MGI:1917866","MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005386, MP:0005387, MP:0005389, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"SUGP2",10147,"Sugp2","MGI:2678085","",NA,1,1,"one-to-one"
"SUGT1",10910,"Sugt1","MGI:1915205","MP:0005378, MP:0010768",NA,1,1,"one-to-one"
"SULF1",23213,"Sulf1","MGI:2138563","MP:0005384, MP:0005387, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"SULF2",55959,"Sulf2","MGI:1919293","MP:0003631, MP:0005367, MP:0005378, MP:0005380, MP:0005381, MP:0005384, MP:0005388, MP:0005389, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"SULT1A1",6817,"Sult1a1","MGI:102896","MP:0005369, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005387, MP:0005389, MP:0005397, MP:0010768, MP:0010771",NA,1,4,"one-to-many (mouse-to-human)"
"SULT1A2",6799,"Sult1a1","MGI:102896","MP:0005369, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005387, MP:0005389, MP:0005397, MP:0010768, MP:0010771",NA,1,4,"one-to-many (mouse-to-human)"
"SULT1A3",6818,"Sult1a1","MGI:102896","MP:0005369, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005387, MP:0005389, MP:0005397, MP:0010768, MP:0010771",NA,1,4,"one-to-many (mouse-to-human)"
"SULT1A4",445329,"Sult1a1","MGI:102896","MP:0005369, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005387, MP:0005389, MP:0005397, MP:0010768, MP:0010771",NA,1,4,"one-to-many (mouse-to-human)"
"SULT1B1",27284,"Sult1b1","MGI:2136282","",NA,1,1,"one-to-one"
"SULT1C2",6819,"Sult1c2","MGI:1916333","",NA,1,1,"one-to-one"
"SULT1C3",442038,"Sult1c1","MGI:102928","MP:0005376",NA,1,2,"one-to-many (mouse-to-human)"
"SULT1C4",27233,"Sult1c1","MGI:102928","MP:0005376",NA,1,2,"one-to-many (mouse-to-human)"
"SULT1D1P",133150,"Sult1d1","MGI:1926341","MP:0005376, MP:0005384",NA,1,1,"one-to-one"
"SULT1E1",6783,"Sult1e1","MGI:98431","MP:0005376, MP:0005379, MP:0005384, MP:0005389, MP:0005397",NA,1,1,"one-to-one"
"SULT2A1",6822,"Sult2a1","MGI:98430","",NA,8,1,"one-to-many (human-to-mouse)"
"SULT2A1",6822,"Sult2a2","MGI:107550","",NA,8,1,"one-to-many (human-to-mouse)"
"SULT2A1",6822,"Sult2a3","MGI:3645873","",NA,8,1,"one-to-many (human-to-mouse)"
"SULT2A1",6822,"Sult2a4","MGI:3645854","",NA,8,1,"one-to-many (human-to-mouse)"
"SULT2A1",6822,"Sult2a5","MGI:3648378","",NA,8,1,"one-to-many (human-to-mouse)"
"SULT2A1",6822,"Sult2a6","MGI:3648915","",NA,8,1,"one-to-many (human-to-mouse)"
"SULT2A1",6822,"Sult2a7","MGI:3645246","",NA,8,1,"one-to-many (human-to-mouse)"
"SULT2A1",6822,"Sult2a8","MGI:1924221","MP:0005371, MP:0005378",NA,8,1,"one-to-many (human-to-mouse)"
"SULT2B1",6820,"Sult2b1","MGI:1926342","MP:0005376",NA,1,1,"one-to-one"
"SULT4A1",25830,"Sult4a1","MGI:1888971","MP:0003631, MP:0005378, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"SULT6B1",391365,"Sult6b1","MGI:1920921","",NA,1,1,"one-to-one"
"SULT6B2P",107984497,"Sult6b2","MGI:2685612","",NA,1,1,"one-to-one"
"SUMF1",285362,"Sumf1","MGI:1889844","MP:0003631, MP:0005370, MP:0005371, MP:0005378, MP:0005382, MP:0005384, MP:0005386, MP:0005387, MP:0005390, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"SUMF2",25870,"Sumf2","MGI:1915152","",NA,1,1,"one-to-one"
"SUMO1",7341,"Sumo1","MGI:1197010","MP:0005378, MP:0005381, MP:0005382, MP:0005384, MP:0005385, MP:0005388, MP:0010768",NA,1,1,"one-to-one"
"SUMO2",6613,"Sumo2","MGI:2158813","MP:0005378, MP:0005380, MP:0005384, MP:0005385, MP:0010768",NA,1,1,"one-to-one"
"SUMO3",6612,"Sumo3","MGI:1336201","",NA,1,1,"one-to-one"
"SUN1",23353,"Sun1","MGI:1924303","MP:0003631, MP:0005369, MP:0005375, MP:0005376, MP:0005377, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005391, MP:0005397",NA,1,1,"one-to-one"
"SUN2",25777,"Sun2","MGI:2443011","MP:0005378, MP:0005386, MP:0005387, MP:0005390, MP:0005397",NA,1,1,"one-to-one"
"SUN3",256979,"Sun3","MGI:3041199","MP:0005376, MP:0005379, MP:0005384, MP:0005389",NA,1,1,"one-to-one"
"SUN5",140732,"Sun5","MGI:1923657","MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005387, MP:0005389, MP:0005391, MP:0005397",NA,1,1,"one-to-one"
"SUOX",6821,"Suox","MGI:2446117","MP:0005386",NA,1,1,"one-to-one"
"SUPT16H",11198,"Supt16","MGI:1890948","MP:0003631, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"SUPT20H",55578,"Supt20","MGI:1929651","MP:0001186, MP:0003631, MP:0005378, MP:0005380, MP:0005385, MP:0005391, MP:0010768",NA,1,1,"one-to-one"
"SUPT3H",8464,"Supt3","MGI:1923723","MP:0005380, MP:0010768",NA,1,1,"one-to-one"
"SUPT4H1",6827,"Supt4a","MGI:107416","MP:0005397, MP:0010768",NA,2,1,"one-to-many (human-to-mouse)"
"SUPT4H1",6827,"Supt4b","MGI:1335090","",NA,2,1,"one-to-many (human-to-mouse)"
"SUPT5H",6829,"Supt5","MGI:1202400","MP:0005384, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"SUPT6H",6830,"Supt6","MGI:107726","MP:0010768",NA,1,1,"one-to-one"
"SUPT7L",9913,"Supt7l","MGI:1919445","MP:0005375, MP:0005376, MP:0005378, MP:0010771",NA,1,1,"one-to-one"
"SUPV3L1",6832,"Supv3l1","MGI:2441711","MP:0005369, MP:0005375, MP:0005377, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005382, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"SURF1",6834,"Surf1","MGI:98443","MP:0003631, MP:0005371, MP:0005376, MP:0005378, MP:0005380, MP:0005384, MP:0005386, MP:0005389, MP:0010768",NA,1,1,"one-to-one"
"SURF2",6835,"Surf2","MGI:98444","",NA,1,1,"one-to-one"
"SURF4",6836,"Surf4","MGI:98445","MP:0005370, MP:0005376, MP:0005385, MP:0010768",NA,1,1,"one-to-one"
"SURF6",6838,"Surf6","MGI:98447","",NA,1,1,"one-to-one"
"SUSD1",64420,"Susd1","MGI:3651543","MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"SUSD2",56241,"Susd2","MGI:1918983","",NA,1,1,"one-to-one"
"SUSD3",203328,"Susd3","MGI:1913579","",NA,1,1,"one-to-one"
"SUSD4",55061,"Susd4","MGI:2138351","MP:0003631, MP:0005376, MP:0005386, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"SUSD5",26032,"Susd5","MGI:2685972","",NA,1,1,"one-to-one"
"SUSD6",9766,"Susd6","MGI:2444661","MP:0005375, MP:0005376, MP:0005378, MP:0005386, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"SUV39H1",6839,"Suv39h1","MGI:1099440","MP:0002006, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"SUV39H2",79723,"Suv39h2","MGI:1890396","MP:0002006",NA,1,1,"one-to-one"
"SUZ12",23512,"Suz12","MGI:1261758","MP:0002006, MP:0003631, MP:0005378, MP:0005380, MP:0005384, MP:0005386, MP:0005387, MP:0005390, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"SV2A",9900,"Sv2a","MGI:1927139","MP:0003631, MP:0005378, MP:0005384, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"SV2B",9899,"Sv2b","MGI:1927338","MP:0003631, MP:0005378, MP:0005386, MP:0005391",NA,1,1,"one-to-one"
"SV2C",22987,"Sv2c","MGI:1922459","MP:0005386",NA,1,1,"one-to-one"
"SVBP",374969,"Svbp","MGI:1916466","MP:0003631, MP:0005378, MP:0005386",NA,1,1,"one-to-one"
"SVEP1",79987,"Svep1","MGI:1928849","MP:0005371, MP:0005376, MP:0005378, MP:0005385, MP:0005387, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"SVIL",6840,"Svil","MGI:2147319","MP:0005376, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"SVIP",258010,"Svip","MGI:1922994","",NA,1,1,"one-to-one"
"SVOP",55530,"Svop","MGI:1915916","MP:0005386, MP:0005397",NA,1,1,"one-to-one"
"SVOPL",136306,"Svopl","MGI:2444335","",NA,1,1,"one-to-one"
"SWAP70",23075,"Swap70","MGI:1298390","MP:0005384, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"SWI5",375757,"Swi5","MGI:1920181","",NA,1,1,"one-to-one"
"SWSAP1",126074,"Swsap1","MGI:1914212","MP:0005379, MP:0005384, MP:0005386, MP:0005387, MP:0005389, MP:0005397",NA,1,1,"one-to-one"
"SWT1",54823,"Swt1","MGI:1914125","MP:0005375, MP:0005376, MP:0005378, MP:0005387, MP:0005390, MP:0005397",NA,1,1,"one-to-one"
"SYAP1",94056,"Syap1","MGI:1914293","MP:0005386",NA,1,1,"one-to-one"
"SYBU",55638,"Sybu","MGI:2442392","MP:0005389",NA,1,1,"one-to-one"
"SYCE1",93426,"Syce1","MGI:1921325","MP:0005367, MP:0005376, MP:0005379, MP:0005384, MP:0005386, MP:0005389, MP:0005390, MP:0005391",NA,1,1,"one-to-one"
"SYCE1L",100130958,"Syce1l","MGI:1922247","MP:0005376",NA,1,1,"one-to-one"
"SYCE2",256126,"Syce2","MGI:1919096","MP:0005367, MP:0005375, MP:0005378, MP:0005379, MP:0005384, MP:0005386, MP:0005389, MP:0005390, MP:0010771",NA,1,1,"one-to-one"
"SYCE3",644186,"Syce3","MGI:1922709","MP:0005379, MP:0005384, MP:0005389",NA,1,1,"one-to-one"
"SYCN",342898,"Sycn","MGI:1915666","MP:0005379, MP:0005387",NA,1,1,"one-to-one"
"SYCP1",6847,"Sycp1","MGI:105931","MP:0005379, MP:0005384, MP:0005389",NA,1,1,"one-to-one"
"SYCP2",10388,"Sycp2","MGI:1933281","MP:0005379, MP:0005384, MP:0005389",NA,1,1,"one-to-one"
"SYCP2L",221711,"Sycp2l","MGI:2685114","MP:0005379, MP:0005384, MP:0005389, MP:0010768",NA,1,1,"one-to-one"
"SYCP3",50511,"Gm773","MGI:2685619","MP:0005389",NA,2,1,"one-to-many (human-to-mouse)"
"SYCP3",50511,"Sycp3","MGI:109542","MP:0005379, MP:0005384, MP:0005385, MP:0005389",NA,2,1,"one-to-many (human-to-mouse)"
"SYDE1",85360,"Syde1","MGI:1918959","MP:0003631, MP:0005378, MP:0005380, MP:0005384, MP:0005385, MP:0005391",NA,1,1,"one-to-one"
"SYDE2",84144,"Syde2","MGI:3036264","",NA,1,1,"one-to-one"
"SYF2",25949,"Syf2","MGI:1915842","MP:0005380, MP:0005384, MP:0010768",NA,1,1,"one-to-one"
"SYK",6850,"Syk","MGI:99515","MP:0003631, MP:0005371, MP:0005375, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005390, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"SYMPK",8189,"Sympk","MGI:1915438","MP:0005376, MP:0005386, MP:0005397",NA,1,1,"one-to-one"
"SYN1",6853,"Syn1","MGI:98460","MP:0003631, MP:0005386",NA,1,1,"one-to-one"
"SYN2",6854,"Syn2","MGI:103020","MP:0003631, MP:0005386",NA,1,1,"one-to-one"
"SYN3",8224,"Syn3","MGI:1351334","MP:0003631, MP:0005376, MP:0005384, MP:0005385, MP:0005386, MP:0005390, MP:0005397",NA,1,1,"one-to-one"
"SYNC",81493,"Sync","MGI:1916078","MP:0005369, MP:0005376",NA,1,1,"one-to-one"
"SYNCRIP",10492,"Syncrip","MGI:1891690","MP:0005376, MP:0005377, MP:0005386, MP:0005390, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"SYNDIG1",79953,"Syndig1","MGI:3702158","",NA,1,1,"one-to-one"
"SYNDIG1L",646658,"Syndig1l","MGI:2685107","",NA,1,1,"one-to-one"
"SYNE1",23345,"Syne1","MGI:1927152","MP:0003631, MP:0005369, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005390, MP:0005391, MP:0010768",NA,1,1,"one-to-one"
"SYNE2",23224,"Syne2","MGI:2449316","MP:0003631, MP:0005375, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0005391, MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"SYNE3",161176,"Syne3","MGI:2442408","MP:0005376",NA,1,1,"one-to-one"
"SYNE4",163183,"Syne4","MGI:2141950","MP:0003631, MP:0005377",NA,1,1,"one-to-one"
"SYNGAP1",8831,"Syngap1","MGI:3039785","MP:0003631, MP:0005378, MP:0005384, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"SYNGR1",9145,"Syngr1","MGI:1328323","MP:0003631, MP:0005369, MP:0005378, MP:0005379, MP:0005387, MP:0005389, MP:0005397",NA,1,1,"one-to-one"
"SYNGR2",9144,"Syngr2","MGI:1328324","MP:0005376, MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"SYNGR3",9143,"Syngr3","MGI:1341881","MP:0005371, MP:0005390, MP:0005391",NA,1,1,"one-to-one"
"SYNGR4",23546,"Syngr4","MGI:1928903","",NA,1,1,"one-to-one"
"SYNJ1",8867,"Synj1","MGI:1354961","MP:0003631, MP:0005378, MP:0005386, MP:0005387, MP:0005391, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"SYNJ2",8871,"Synj2","MGI:1201671","MP:0003631, MP:0005377, MP:0005378",NA,1,1,"one-to-one"
"SYNJ2BP",55333,"S2bpcox16","MGI:5141963","MP:0005376, MP:0005386",NA,2,1,"one-to-many (human-to-mouse)"
"SYNJ2BP",55333,"Synj2bp","MGI:1344347","",NA,2,1,"one-to-many (human-to-mouse)"
"SYNM",23336,"Synm","MGI:2661187","MP:0005369, MP:0005371, MP:0005376, MP:0005378, MP:0005385, MP:0005386, MP:0005390",NA,1,1,"one-to-one"
"SYNPO",11346,"Synpo","MGI:1099446","MP:0003631, MP:0005386",NA,1,1,"one-to-one"
"SYNPO2",171024,"Synpo2","MGI:2153070","MP:0005385, MP:0005387, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"SYNPO2L",79933,"Synpo2l","MGI:1916010","",NA,1,1,"one-to-one"
"SYNPR",132204,"Synpr","MGI:1919253","",NA,1,1,"one-to-one"
"SYNRG",11276,"Synrg","MGI:1354742","MP:0005385, MP:0010768",NA,1,1,"one-to-one"
"SYP",6855,"Syp","MGI:98467","MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"SYPL1",6856,"Sypl1","MGI:108081","MP:0005376, MP:0005382, MP:0005384, MP:0005386, MP:0005389, MP:0005390",NA,1,1,"one-to-one"
"SYPL2",284612,"Sypl2","MGI:1328311","MP:0005369, MP:0005378",NA,1,1,"one-to-one"
"SYS1",90196,"Sys1","MGI:1913710","",NA,1,1,"one-to-one"
"SYT1",6857,"Syt1","MGI:99667","MP:0003631, MP:0005369, MP:0005370, MP:0005378, MP:0005379, MP:0005385, MP:0005386, MP:0005388, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"SYT10",341359,"Syt10","MGI:1859546","MP:0005386",NA,1,1,"one-to-one"
"SYT11",23208,"Syt11","MGI:1859547","",NA,1,1,"one-to-one"
"SYT12",91683,"Syt12","MGI:2159601","",NA,1,1,"one-to-one"
"SYT13",57586,"Syt13","MGI:1933945","MP:0005379, MP:0010768",NA,1,1,"one-to-one"
"SYT14",255928,"Syt14","MGI:2444490","MP:0005386",NA,1,1,"one-to-one"
"SYT15",83849,"Syt15","MGI:2442166","",NA,1,1,"one-to-one"
"SYT16",83851,"Syt16","MGI:2673872","",NA,1,1,"one-to-one"
"SYT17",51760,"Syt17","MGI:104966","MP:0005371, MP:0005376, MP:0005388, MP:0005390, MP:0005397",NA,1,1,"one-to-one"
"SYT2",127833,"Syt2","MGI:99666","MP:0003631, MP:0005378, MP:0005386, MP:0005389, MP:0010768",NA,1,1,"one-to-one"
"SYT3",84258,"Syt3","MGI:99665","",NA,1,1,"one-to-one"
"SYT4",6860,"Syt4","MGI:101759","MP:0005376, MP:0005386",NA,1,1,"one-to-one"
"SYT5",6861,"Syt5","MGI:1926368","MP:0003631, MP:0010768",NA,1,1,"one-to-one"
"SYT6",148281,"Syt6","MGI:1859544","",NA,1,1,"one-to-one"
"SYT7",9066,"Syt7","MGI:1859545","MP:0005369, MP:0005376, MP:0005384, MP:0005386, MP:0005387, MP:0005389, MP:0010771",NA,1,1,"one-to-one"
"SYT8",90019,"Syt8","MGI:1859867","MP:0003631, MP:0005386, MP:0005391",NA,1,1,"one-to-one"
"SYT9",143425,"Syt9","MGI:1926373","MP:0003631, MP:0005386, MP:0005397",NA,1,1,"one-to-one"
"SYTL1",84958,"Sytl1","MGI:1933365","MP:0003631, MP:0005371, MP:0005376, MP:0005379, MP:0005381, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005397",NA,1,1,"one-to-one"
"SYTL2",54843,"Sytl2","MGI:1933366","MP:0005381",NA,1,1,"one-to-one"
"SYTL3",94120,"Sytl3","MGI:1933367","MP:0005376",NA,1,1,"one-to-one"
"SYTL4",94121,"Sytl4","MGI:1351606","MP:0003631, MP:0005376, MP:0005378, MP:0005379, MP:0005386",NA,1,1,"one-to-one"
"SYTL5",94122,"Sytl5","MGI:2668451","",NA,1,1,"one-to-one"
"SYVN1",84447,"Syvn1","MGI:1921376","MP:0005384, MP:0005387, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"SZRD1",26099,"Szrd1","MGI:1098672","",NA,1,1,"one-to-one"
"SZT2",23334,"Szt2","MGI:3033336","MP:0001186, MP:0003631, MP:0005376, MP:0005378, MP:0005380, MP:0005385, MP:0005386, MP:0005391, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"TAAR1",134864,"Taar1","MGI:2148258","MP:0003631, MP:0005376, MP:0005386",NA,1,1,"one-to-one"
"TAAR2",9287,"Taar2","MGI:2685071","",NA,1,1,"one-to-one"
"TAAR3P",9288,"Taar3","MGI:3527427","MP:0003631, MP:0005367, MP:0005391",NA,1,1,"one-to-one"
"TAAR4P",503612,"Taar4","MGI:2685072","MP:0005394",NA,1,1,"one-to-one"
"TAAR5",9038,"Taar5","MGI:2685073","MP:0005394",NA,1,1,"one-to-one"
"TAAR6",319100,"Taar6","MGI:2685074","MP:0005376, MP:0005388, MP:0005390",NA,1,1,"one-to-one"
"TAAR7P",503611,"Taar7a","MGI:2685075","",NA,6,1,"one-to-many (human-to-mouse)"
"TAAR7P",503611,"Taar7b","MGI:3527438","",NA,6,1,"one-to-many (human-to-mouse)"
"TAAR7P",503611,"Taar7c-ps","MGI:3527440","",NA,6,1,"one-to-many (human-to-mouse)"
"TAAR7P",503611,"Taar7d","MGI:3527443","",NA,6,1,"one-to-many (human-to-mouse)"
"TAAR7P",503611,"Taar7e","MGI:3527445","",NA,6,1,"one-to-many (human-to-mouse)"
"TAAR7P",503611,"Taar7f","MGI:3527447","",NA,6,1,"one-to-many (human-to-mouse)"
"TAAR8",83551,"Taar8a","MGI:2685076","",NA,3,1,"one-to-many (human-to-mouse)"
"TAAR8",83551,"Taar8b","MGI:2685995","MP:0005369, MP:0005370, MP:0005386, MP:0005391, MP:0010771",NA,3,1,"one-to-many (human-to-mouse)"
"TAAR8",83551,"Taar8c","MGI:3527452","MP:0005370, MP:0005391, MP:0010771",NA,3,1,"one-to-many (human-to-mouse)"
"TAAR9",134860,"Taar9","MGI:3527454","",NA,1,1,"one-to-one"
"TAB1",10454,"Tab1","MGI:1913763","MP:0005369, MP:0005376, MP:0005384, MP:0005385, MP:0005388, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"TAB2",23118,"Tab2","MGI:1915902","MP:0005370, MP:0005380, MP:0005385, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"TAB3",257397,"Tab3","MGI:1913974","",NA,1,1,"one-to-one"
"TAC1",6863,"Tac1","MGI:98474","MP:0005367, MP:0005386",NA,1,1,"one-to-one"
"TAC3",6866,"Tac2","MGI:98476","MP:0003631, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005389, MP:0010771",NA,1,1,"one-to-one"
"TAC4",255061,"Tac4","MGI:1931130","MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"TACC1",6867,"Tacc1","MGI:2443510","",NA,1,1,"one-to-one"
"TACC2",10579,"Tacc2","MGI:1928899","",NA,1,1,"one-to-one"
"TACC3",10460,"Tacc3","MGI:1341163","MP:0005370, MP:0005371, MP:0005378, MP:0005379, MP:0005380, MP:0005382, MP:0005384, MP:0005386, MP:0005387, MP:0005390, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"TACO1",51204,"Taco1","MGI:1917457","MP:0001186, MP:0003631, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0005391, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
