Geneid,mouse_gene,ortholog_type,Secretome location,Secretome function,Level,Reliability,Cell type,Mean_TPM,adult_SL_01,adult_SL_02,adult_SL_03
SCARNA28,NA,human-specific,NA,NA,NA,NA,NA,134.7720310803528,146.301555375992,92.5580599551374,165.456477909929
SCARNA3,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCARNA4,NA,human-specific,NA,NA,NA,NA,NA,36.221111901070245,10.6353785308105,9.31239788717754,88.7155592852227
SCARNA5,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCARNA5_1,NA,human-specific,NA,NA,NA,NA,NA,31.910070330544325,8.32801785584827,22.5158336647377,64.886359471047
SCARNA6,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCARNA6_1,NA,human-specific,NA,NA,NA,NA,NA,24.079305143340196,11.9273171352346,22.818507209103,37.492091085683
SCARNA7,NA,human-specific,NA,NA,NA,NA,NA,966.9188102915836,1141.74414225477,934.790975854635,824.221312765346
SCARNA8,NA,human-specific,NA,NA,NA,NA,NA,5.953665398745937,2.61825158487511,1.9305734470806,13.3121711642821
SCARNA9,NA,human-specific,NA,NA,NA,NA,NA,39.865783633817365,57.3271005651551,31.7026958338937,30.5675545024033
SCARNA9L,NA,human-specific,NA,NA,NA,NA,NA,3.7669900368328766,3.69602325020086,2.90695542031676,4.69799143998101
SCART1,Scart1,one-to-one,NA,NA,Not detected,Supported,glandular cells,2.9312904107775566,3.40972954419017,3.68146530177974,1.70267638636276
SCAT1,NA,human-specific,NA,NA,NA,NA,NA,0.04742029000672467,0.142260870020174,0,0
SCAT2,NA,human-specific,NA,NA,NA,NA,NA,1.004175991161265,1.63329027437447,0.860221501930471,0.519016197178854
SCAT8,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCCPDH,Sccpdh,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,25.710773427451098,32.721113075015,27.6116637862759,16.7995434210624
SCD,Scd1 | Scd2 | Scd3 | Scd4,one-to-many (human-to-mouse),NA,NA,High,Approved,glandular cells,41.50495575730133,37.3072147419321,44.4934606151505,42.7141919148214
SCD5,NA,human-specific,NA,NA,Not detected,Uncertain,glandular cells,7.122821111170399,8.85647887493178,9.83287461542504,2.67910984315438
SCEL,Scel,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.46368114287472295,0.161079034573563,0.752222496835255,0.477741897215351
SCEL-AS1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCFD1,Scfd1,one-to-one,NA,NA,Medium,Approved,glandular cells,32.4541825872414,39.4544813211625,31.0497742736683,26.8582921668934
SCFD2,Scfd2,one-to-one,NA,NA,Medium,Enhanced,glandular cells,1.8825681336884532,2.50550657039371,1.62701523386111,1.51518259681054
SCG2,Scg2,one-to-one,Secreted to blood,No annotated function,Not detected,Enhanced,glandular cells,0.5401802263235234,1.62054067897057,0,0
SCG3,Scg3,one-to-one,Secreted in brain,No annotated function,Not detected,Enhanced,glandular cells,0.02667775543961587,0,0.0800332663188476,0
SCG5,Scg5,one-to-one,Secreted to blood,Neuropeptide,Not detected,Supported,glandular cells,0,0,0,0
SCG5-AS1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCG5-AS1_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCG5-AS1_2,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCG5-AS1_3,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCG5_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCG5_2,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCG5_3,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCGB1A1,Scgb1a1,one-to-one,Secreted in other tissues,Enzyme inhibitor,Not detected,Enhanced,glandular cells,0.176615319188269,0.387122976996207,0.1427229805686,0
SCGB1B2P,NA,human-specific,NA,NA,NA,NA,NA,0.05407205928362733,0.0770246929303031,0.0851914849205789,0
SCGB1C1,Scgb1c1,one-to-many (mouse-to-human),Secreted - unknown location,No annotated function,NA,NA,NA,0.03874159337738333,0,0.11622478013215,0
SCGB1C2,Scgb1c1,one-to-many (mouse-to-human),Secreted in other tissues,No annotated function,NA,NA,NA,0,0,0,0
SCGB1C2_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCGB1D1,NA,human-specific,Secreted in other tissues,No annotated function,NA,NA,NA,0,0,0,0
SCGB1D2,NA,human-specific,Secreted in other tissues,No annotated function,Not detected,Approved,glandular cells,0.8027986580208469,0.376913140240263,0.833753148024918,1.19772968579736
SCGB1D4,NA,human-specific,Secreted in other tissues,No annotated function,NA,NA,NA,0,0,0,0
SCGB2A1,Scgb2a2,one-to-many (mouse-to-human),Secreted in other tissues,No annotated function,Medium,Enhanced,glandular cells,14.028593629094502,15.1707538946706,12.7668450791316,14.1481819134813
SCGB2A2,Scgb2a2,one-to-many (mouse-to-human),Secreted in female reproductive system,No annotated function,Not detected,Enhanced,glandular cells,3.27049579045792,2.40789283819638,1.28228025755782,6.12131427561956
SCGB2B2,NA,human-specific,Secreted in other tissues,No annotated function,NA,NA,NA,0.41156472625843793,0.557248856359018,0.486745010015547,0.190700312400749
SCGB2B3P,NA,human-specific,NA,NA,NA,NA,NA,2.309283448270935,2.85825798015533,3.16131401959448,0.908278345062994
SCGB3A1,Scgb3a1,one-to-one,Secreted to blood,Cytokine,NA,NA,NA,1275.4099706438326,1604.09264802609,1647.98373933588,574.153524569528
SCGB3A2,Scgb3a2,one-to-one,Secreted in other tissues,No annotated function,NA,NA,NA,0.5511235771318973,1.1632445268074,0.490126204588292,0
SCGN,Scgn,one-to-one,Intracellular and membrane,No annotated function,Not detected,Enhanced,glandular cells,0.2133661730677189,0,0.602975426080691,0.0371230931224657
SCHIP1,Schip1,one-to-one,NA,NA,High,Uncertain,glandular cells,0.507285289496597,0.927241260297558,0.444949793351781,0.149664814840452
SCHLAP1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCIMP,Scimp,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,1.1647194693151437,2.29897513925946,0.951665556227878,0.243517712458093
SCIN,Scin,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,3.39663491221374,1.81486019905065,4.41083369835539,3.96421083923518
SCIRT,NA,human-specific,NA,NA,NA,NA,NA,0.049773756728869335,0.149321270186608,0,0
SCLT1,Sclt1,one-to-one,NA,NA,Low,Approved,glandular cells,2.6997588643539334,4.08407680124331,2.0954619244003,1.91973786741819
SCLY,Scly,one-to-one,NA,NA,Low,Uncertain,glandular cells,0.03193493322465433,0.0699981546160489,0.0258066450579141,0
SCMH1,Scmh1,one-to-one,NA,NA,NA,NA,NA,15.587532800443368,17.6820992967596,18.1966441233407,10.883854981229801
SCMH1-DT,NA,human-specific,NA,NA,NA,NA,NA,1.0642005297668093,0.537603381847398,1.28830978854947,1.36668841890356
SCMH1-DT_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCML1,NA,human-specific,NA,NA,Not detected,Enhanced,glandular cells,2.061061783042533,2.6495345544688,2.29840001424596,1.23525078041284
SCML2,Scml2,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.2956346846483993,0.455342504459793,0.292224916748826,0.139336632736579
SCML4,Scml4,one-to-one,NA,NA,Low,Approved,glandular cells,0.6493146253070025,1.50453897264836,0.38058852182618,0.0628163814464673
SCN10A,Scn10a,one-to-one,NA,NA,NA,NA,NA,0.022707076564993666,0.0516941910502848,0,0.0164270386446962
SCN11A,Scn11a,one-to-one,NA,NA,NA,NA,NA,0.0898261361001816,0.155601860228806,0.0573666834404702,0.0565098646312686
SCN1A,Scn1a,one-to-one,NA,NA,NA,NA,NA,0.0570471920670128,0.128876139482468,0.00950270991085738,0.032762726807713
SCN1A-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.028162131715432998,0.0372007546224121,0,0.0472856405238869
SCN1B,Scn1b,one-to-one,Secreted in other tissues,Transport,NA,NA,NA,0.5409173447103967,0.919173428732752,0.544257407953573,0.159321197444865
SCN2A,Scn2a,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.12465880088821914,0.197380524772318,0.11088682300452,0.0657090548878194
SCN2B,Scn2b,one-to-one,NA,NA,NA,NA,NA,0.46649617968557733,0.590525246051942,0.422618442967867,0.386344850036923
SCN3A,Scn3a,one-to-one,NA,NA,Low,Uncertain,glandular cells,0.2711507236162067,0.43720315342389,0.221162657444803,0.155086359979927
SCN3B,Scn3b,one-to-one,NA,NA,NA,NA,NA,0.32478730491520497,0.310169396070786,0.332660469013559,0.33153204966127
SCN4A,Scn4a,one-to-one,NA,NA,NA,NA,NA,0.24412502203125663,0.296628951175633,0.324029624045559,0.111716490872578
SCN4B,Scn4b,one-to-one,NA,NA,Low,Approved,glandular cells,1.1880672520195352,1.44405700553574,1.38825557031862,0.731889180204246
SCN5A,Scn5a,one-to-one,NA,NA,NA,NA,NA,0.0719651868909983,0.090364546220661,0.115089033095028,0.0104419813573059
SCN7A,Scn7a,one-to-one,NA,NA,Low,Approved,glandular cells,2.3087903201859032,3.25913110622044,2.70752347300883,0.95971638132844
SCN8A,Scn8a,one-to-one,NA,NA,NA,NA,NA,0.5999555876390034,0.551976693446871,0.873695918212533,0.374194151257606
SCN9A,Scn9a,one-to-one,NA,NA,Medium,Uncertain,glandular cells,0.5424786118052847,0.73441943917944,0.610790678021441,0.282225718214973
SCNM1,Scnm1,one-to-one,NA,NA,Low,Uncertain,glandular cells,0.122723180423034,0.174817001844363,0.193352539424739,0
SCNN1A,Scnn1a,one-to-one,NA,NA,Medium,Enhanced,glandular cells,35.41648772614503,36.7806840857198,43.9806580917227,25.4881210009926
SCNN1B,Scnn1b,one-to-one,NA,NA,Low,Uncertain,glandular cells,2.975659694893037,3.16673257751164,4.21659668443581,1.54364982273166
SCNN1D,NA,human-specific,NA,NA,Low,Enhanced,glandular cells,1.6763277312694183,2.16477899480617,2.23883222371281,0.625371975289275
SCNN1G,Scnn1g,one-to-one,NA,NA,NA,NA,NA,2.3604114515982166,3.1073382700567,2.21846597866279,1.75543010607516
SCO1,Sco1,one-to-one,NA,NA,Low,Enhanced,glandular cells,5.262205587875573,5.81977974449503,5.91529155592911,4.05154546320258
SCO2,Sco2,one-to-one,NA,NA,Medium,Uncertain,glandular cells,0.43979431099891503,0.885301144295899,0.233135252182484,0.200946536518362
SCOC,Scoc,one-to-one,NA,NA,Medium,Approved,glandular cells,11.63372405407717,15.1909214592788,10.3595578124121,9.35069289054061
SCOC-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.1240549663872794,0.170050053355796,0.0940400799086112,0.108074765897431
SCP2,Scp2,one-to-one,NA,NA,Not detected,Supported,glandular cells,13.339477697378134,15.6045701297744,14.1638173043294,10.2500456580306
SCP2D1,Scp2d1,one-to-one,NA,NA,NA,NA,NA,0,0,0,0
SCP2D1-AS1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCPEP1,Scpep1,one-to-one,Secreted to blood,Enzyme,High,Enhanced,glandular cells,31.507479444957635,39.9031396374123,37.860048138856,16.7592505586046
SCPPPQ1,NA,human-specific,NA,NA,NA,NA,NA,1.57053179436526,1.39806096855424,1.83264580846057,1.48088860608097
SCREEM1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCRG1,Scrg1,one-to-one,Secreted in brain,No annotated function,Medium,Approved,glandular cells,1.8475172827622603,2.46726986022842,2.072748343036,1.00253364502236
SCRIB,Scrib,one-to-one,NA,NA,Low,Supported,glandular cells,1.432039441201,2.72215045729079,1.26294692418256,0.31102094212965
SCRIB_1,NA,human-specific,NA,NA,NA,NA,NA,0.061171920388557004,0.183515761165671,0,0
SCRN1,Scrn1,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,21.538359304635197,25.3982732031926,24.8276616322097,14.3891430785033
SCRN2,Scrn2,one-to-one,NA,NA,Medium,Enhanced,glandular cells,13.915885825251513,14.0192272710866,17.842130636905,9.88629956776294
SCRN3,Scrn3,one-to-one,NA,NA,High,Approved,glandular cells,6.371821461112963,8.41886895973025,6.3834875604218,4.31310786318684
SCRT1,Scrt1,one-to-one,NA,NA,NA,NA,NA,0,0,0,0
SCRT1_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCRT2,Scrt2,one-to-one,NA,NA,NA,NA,NA,0.006586070874155167,0,0.0197582126224655,0
SCT,Sct,one-to-one,Secreted to blood,Hormone,Not detected,Enhanced,glandular cells,0.12020205397697632,0,0.360606161930929,0
SCTR,Sctr,one-to-one,NA,NA,Not detected,Uncertain,glandular cells,0.0973821146480699,0.112445518140243,0.118445635803465,0.0612551900005017
SCTR-AS1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCT_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCUBE1,Scube1,one-to-one,Secreted to blood,No annotated function,Not detected,Approved,glandular cells,0.066082400196775,0.017508471547659,0.180738729042666,0
SCUBE1-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.058212993485851995,0.174638980457556,0,0
SCUBE1-AS2,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCUBE2,Scube2,one-to-one,Secreted to blood,Developmental protein,Not detected,Uncertain,glandular cells,1.5715919316368672,1.96776220337415,2.16410450193943,0.582909089597021
SCUBE3,Scube3,one-to-one,Secreted to blood,No annotated function,NA,NA,NA,1.1203465671483126,1.62669170133555,1.12170284903932,0.612645151070068
SCUBE3-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.9295998031605177,1.34853780236491,0.987244773587133,0.45301683352951
SCX,Scx,one-to-one,NA,NA,NA,NA,NA,1.3460591110427311,2.71353605710949,1.02899913838518,0.295642137633524
SCYGR1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCYGR10,NA,human-specific,NA,NA,NA,NA,NA,0.17976465283995802,0.539293958519874,0,0
SCYGR2,NA,human-specific,NA,NA,NA,NA,NA,0.11611805397959533,0,0.348354161938786,0
SCYGR3,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCYGR4,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCYGR5,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCYGR6,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCYGR7,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCYGR8,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SCYL1,Scyl1,one-to-one,NA,NA,NA,NA,NA,34.54422126381523,39.9622860135896,37.7234411741162,25.9469366037399
SCYL2,Scyl2,one-to-one,NA,NA,Low,Approved,glandular cells,22.389026638784937,29.0352345347371,22.2143600658525,15.9174853157652
SCYL3,Scyl3,one-to-one,NA,NA,Low,Approved,glandular cells,5.73398330938783,7.15575194466045,5.76816843744962,4.27802954605342
SDAD1,Sdad1,one-to-one,NA,NA,Not detected,Uncertain,glandular cells,15.533111781818768,20.1373121256636,15.2114280202568,11.2505951995359
SDAD1-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.2832000429693681,0.559777527270777,0.225138090416224,0.0646845112211034
SDAD1P1,NA,human-specific,NA,NA,NA,NA,NA,1.3829904424118267,1.43183055716666,1.27488404066822,1.4422567294006
SDC1,Sdc1,one-to-one,Secreted to blood,No annotated function,Low,Enhanced,glandular cells,25.1652894491055,35.7483533292667,25.8895831873576,13.8579318306922
SDC2,Sdc2,one-to-one,NA,NA,Medium,Uncertain,glandular cells,4.674705082414053,8.83738821443399,3.62951868663235,1.55720834617582
SDC3,Sdc3,one-to-one,NA,NA,Low,Approved,glandular cells,4.91580735775097,7.90115704764488,5.14553398400501,1.70073104160302
SDC4,Sdc4,one-to-one,Secreted to blood,No annotated function,Medium,Enhanced,glandular cells,48.31169079659397,54.211735743015,56.0398260189883,34.6835106277786
SDC4P,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SDCBP,Sdcbp,one-to-one,Intracellular and membrane,No annotated function,Medium,Approved,glandular cells,36.387118975974964,54.3906162918261,33.0328655994447,21.7378750366541
SDCBP2,Sdcbp2,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.5284858765807133,0.504398467086235,0.632262803918896,0.448796358737009
SDCBP2-AS1,NA,human-specific,NA,NA,NA,NA,NA,6.576222137358279,8.84850466016906,6.57140256485861,4.30875918704717
SDCCAG8,Sdccag8,one-to-one,NA,NA,Low,Approved,glandular cells,0.9990370703834358,1.03546552153147,1.19684212230078,0.764803567318057
SDCCAG8_1,NA,human-specific,NA,NA,NA,NA,NA,0.017786129472512933,0,0,0.0533583884175388
SDE2,Sde2,one-to-one,NA,NA,Medium,Approved,glandular cells,11.367306012084128,14.9472482784647,10.5297843441722,8.62488541361549
SDF2,Sdf2,one-to-one,Intracellular and membrane,No annotated function,NA,NA,NA,26.338042120027666,30.2443576969925,27.3653797561796,21.4043889069109
SDF2L1,Sdf2l1,one-to-one,Intracellular and membrane,No annotated function,High,Approved,glandular cells,35.40527028201756,45.31638106719,36.3263720069766,24.5730577718861
SDF4,Sdf4,one-to-one,Intracellular and membrane,NA,Low,Supported,glandular cells,39.065796511911536,50.1596915685496,43.067393072424,23.970304894761
SDHA,Sdha,one-to-one,NA,NA,Medium,Enhanced,glandular cells,9.564717542790342,10.9791833266616,10.9996084790928,6.71536082261663
SDHAF1,Sdhaf1,one-to-one,NA,NA,NA,NA,NA,10.558512951137766,10.0610680901468,11.2964287633509,10.3180419999156
SDHAF2,Sdhaf2,one-to-one,NA,NA,High,Supported,glandular cells,17.57808552777013,22.919083803775,17.5924726216894,12.222700157846
SDHAF3,Sdhaf3,one-to-one,NA,NA,Medium,Approved,glandular cells,9.190470152389512,10.2681116513984,10.8919222523843,6.41137655338584
SDHAF4,Sdhaf4,one-to-one,NA,NA,Medium,Supported,glandular cells,5.613943744874837,7.06157853920729,4.79362648722823,4.98662620818899
SDHAP1,NA,human-specific,NA,NA,NA,NA,NA,13.482409498471519,14.0790146192316,20.4831827684685,5.88503110771446
SDHAP2,NA,human-specific,NA,NA,NA,NA,NA,0.22859511264978308,0.631043969644683,0.0547413683046663,0
SDHAP2_1,NA,human-specific,NA,NA,NA,NA,NA,0.009123561384111066,0,0.0273706841523332,0
SDHAP2_2,NA,human-specific,NA,NA,NA,NA,NA,0.09143691536852637,0.0742404670170216,0.0821120524569995,0.117958226631558
SDHAP2_3,NA,human-specific,NA,NA,NA,NA,NA,0.750621605660093,0.334082101576597,1.58749968083532,0.330283034568362
SDHAP2_4,NA,human-specific,NA,NA,NA,NA,NA,0.0247468223390072,0.0742404670170216,0,0
SDHAP2_5,NA,human-specific,NA,NA,NA,NA,NA,1.3804377379580706,0.779524903678727,2.81918046769032,0.542607842505165
SDHAP2_6,NA,human-specific,NA,NA,NA,NA,NA,0.07298849107288834,0,0.218965473218665,0
SDHAP2_7,NA,human-specific,NA,NA,NA,NA,NA,0.018247122768222098,0,0.0547413683046663,0
SDHAP3,NA,human-specific,NA,NA,NA,NA,NA,6.427059413915628,6.99070902345016,9.59635652088524,2.69411269741148
SDHAP4,NA,human-specific,NA,NA,NA,NA,NA,18.219795578078735,22.3494435383462,19.2121768839796,13.0977663119104
SDHB,Sdhb,one-to-one,NA,NA,Medium,Enhanced,glandular cells,0.4317167287699886,0.760324782898462,0.373751411183584,0.16107399222792
SDHB_1,NA,human-specific,NA,NA,NA,NA,NA,13.513522649426434,24.6683151784834,6.85210920503237,9.02014356476353
SDHC,Sdhc,one-to-one,NA,NA,NA,NA,NA,6.741159674091726,8.94795895864651,6.31637420334407,4.9591458602846
SDHD,Sdhd,one-to-one,NA,NA,Low,Approved,glandular cells,49.375374811322395,61.53793773427,46.8696458059379,39.7185408937593
SDK1,Sdk1,one-to-one,NA,NA,Medium,Approved,glandular cells,0.8146374883389903,1.77955924928849,0.567304296666955,0.0970489190615254
SDK1-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.5970911443375834,1.19270615497881,0.491486305228416,0.107080972805524
SDK2,Sdk2,one-to-one,NA,NA,NA,NA,NA,1.0959508890690495,1.049607713869,1.75094916616137,0.487295787176778
SDR16C5,Sdr16c5,one-to-one,NA,NA,Low,Enhanced,glandular cells,8.71102017379158,8.46930709736671,8.62497898748848,9.03877443651955
SDR16C6P,Sdr16c6,one-to-one,NA,NA,NA,NA,NA,0,0,0,0
SDR39U1,Sdr39u1,one-to-one,NA,NA,Medium,Approved,glandular cells,1.8859362551678134,2.20018471426659,2.32385080497236,1.13377324626449
SDR42E1,Sdr42e1,one-to-one,NA,NA,NA,NA,NA,4.16810806403421,4.64319718965786,4.59856491541113,3.26256208703364
SDR42E2,Sdr42e2,one-to-one,NA,NA,NA,NA,NA,0.0383171361842613,0.0464505630577789,0.068500845495005,0
SDR42E2_1,NA,human-specific,NA,NA,NA,NA,NA,0.031876066316553334,0.0489567453066857,0,0.0466714536429743
SDR9C7,Sdr9c7,one-to-one,NA,NA,NA,NA,NA,0.03195369457971303,0.0958610837391391,0,0
SDS,Sds,one-to-one,NA,NA,Medium,Uncertain,glandular cells,1.3258301245374706,3.41922449962507,0.354539890047979,0.203725983939363
SDSL,Sdsl,one-to-one,NA,NA,Medium,Approved,glandular cells,0.9679671975028815,0.748888553752488,1.50598524156942,0.649027797186737
SEBOX,Sebox,one-to-one,NA,NA,NA,NA,NA,0.8829091469514841,1.92203898882463,0.411450848537243,0.315237603492579
SEC11A,Sec11a,one-to-one,NA,NA,NA,NA,NA,47.6394748739314,58.4910435330646,47.7923366612458,36.6350444274838
SEC11C,Sec11c,one-to-one,NA,NA,Not detected,Approved,glandular cells,268.897888485794,313.453636111815,259.438943862754,233.801085482813
SEC13,Sec13,one-to-one,NA,NA,Low,Approved,glandular cells,58.87217721514429,67.555365043618,60.7567230574527,48.3044435443622
SEC14L1,Sec14l1,one-to-one,NA,NA,Medium,Approved,glandular cells,12.856214452298667,21.1758908320324,12.1545569059908,5.2381956188728
SEC14L1P1,NA,human-specific,NA,NA,NA,NA,NA,3.27447365470813,3.84637964846889,3.30067589052788,2.67636542512762
SEC14L2,Sec14l2,one-to-one,NA,NA,Medium,Approved,glandular cells,4.311682112176567,5.93900434043575,4.74957829267386,2.24646370342009
SEC14L3,Sec14l3,one-to-one,NA,NA,NA,NA,NA,0.027761946359541333,0,0,0.083285839078624
SEC14L4,Sec14l4,one-to-one,NA,NA,NA,NA,NA,0.045549927970603,0.136649783911809,0,0
SEC14L5,Sec14l5,one-to-one,NA,NA,NA,NA,NA,0.5182828672494306,0.353194349950544,0.935613912740395,0.266040339057353
SEC14L6,NA,human-specific,NA,NA,NA,NA,NA,0.19630433194232746,0.1796516643718,0.317919700273486,0.0913416311816965
SEC16A,Sec16a,one-to-one,NA,NA,Medium,Supported,glandular cells,37.5587064780212,41.9436842330716,52.7368089136571,17.9956262873349
SEC16B,Sec16b,one-to-many (mouse-to-human),NA,NA,Not detected,Enhanced,glandular cells,0.029094477501429867,0.0300289754525162,0,0.0572544570517734
SEC1P,Fut2 | Sec1,many-to-many,NA,NA,NA,NA,NA,0.2826454388072987,0.420808083148576,0.262547785696786,0.164580447576534
SEC22A,Sec22a,one-to-one,NA,NA,NA,NA,NA,4.074247622990213,4.98050761304898,3.92741496464626,3.3148202912754
SEC22B,Sec22b,one-to-one,NA,NA,NA,NA,NA,26.5158789291754,28.7187462709414,27.0539476081364,23.7749429084484
SEC22B2P,NA,human-specific,NA,NA,NA,NA,NA,0.5460012739548034,0.478147245750892,0.668965506005123,0.490891070108395
SEC22B3P,NA,human-specific,NA,NA,NA,NA,NA,0.029520895493687,0.0367963407543956,0.0361758148430208,0.0155905308836446
SEC22C,Sec22c,one-to-one,NA,NA,NA,NA,NA,10.432883665151666,14.0647738910072,10.030517944969,7.2033591594788
SEC23A,Sec23a,one-to-one,NA,NA,Medium,Uncertain,glandular cells,20.5698152703439,34.5556869859839,15.3374518782386,11.8163069468092
SEC23A-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.43989770837881137,0.34299095761864,0.758715364702675,0.217986802815119
SEC23B,Sec23b,one-to-one,NA,NA,Medium,Uncertain,glandular cells,50.56966759829183,48.243905210684,51.9027139065008,51.5623836776907
SEC23IP,Sec23ip,one-to-one,NA,NA,Medium,Approved,glandular cells,15.71287982762687,18.6169907889267,16.212767551525,12.3088811424289
SEC24A,Sec24a,one-to-one,NA,NA,Low,Approved,glandular cells,24.87295077035907,31.5538171729625,22.9727784853356,20.0922566527791
SEC24B,Sec24b,one-to-one,NA,NA,Medium,Approved,glandular cells,14.336444355630718,18.2916295952248,15.2661745390674,9.45152893259996
SEC24B-AS1,NA,human-specific,NA,NA,NA,NA,NA,1.06459501586438,1.0752067636948,1.32134337287126,0.79723491102708
SEC24C,Sec24c,one-to-one,NA,NA,Medium,Supported,glandular cells,26.2681985062459,33.9605482404637,25.7819687470938,19.0620785311802
SEC24D,Sec24d,one-to-one,NA,NA,High,Approved,glandular cells,47.923997646534474,57.1509429506313,43.4140164541177,43.2070335348544
SEC31A,Sec31a,one-to-one,NA,NA,Medium,Approved,glandular cells,86.01178076165313,95.3091908562665,86.782098498913,75.9440529297799
SEC31B,Sec31b,one-to-one,NA,NA,Not detected,Uncertain,glandular cells,5.240439831102793,7.91973078661943,5.14378673019905,2.6578019764899
SEC61A1,Sec61a1,one-to-one,NA,NA,NA,NA,NA,132.88601385595868,160.704400609098,127.029142288135,110.924498670643
SEC61A2,Sec61a2,one-to-one,NA,NA,NA,NA,NA,3.11201990866917,4.05993289822406,3.42640994707901,1.84971688070444
SEC61B,Sec61b | Sec61bl,one-to-many (human-to-mouse),NA,NA,High,Approved,glandular cells,34.42183194156373,39.0806291978197,33.9262967956481,30.2585698312234
SEC61G,Sec61g | Sec61g-ps1 | Sec61g-ps2 | Sec61g-ps3,one-to-many (human-to-mouse),NA,NA,Medium,Uncertain,glandular cells,81.93182154880786,92.8093179438672,66.9454733561184,86.040673346438
SEC61G-DT,NA,human-specific,NA,NA,NA,NA,NA,0.4286704984130257,0,0.598355965853845,0.687655529385232
SEC62,Sec62,one-to-one,NA,NA,High,Approved,glandular cells,35.30030005635397,38.8820230498153,37.1291715992104,29.8897055200362
SEC63,Sec63,one-to-one,NA,NA,High,Supported,glandular cells,21.255062324433233,26.0604786986086,24.4348427391091,13.269865535582
SECISBP2,Secisbp2,one-to-one,NA,NA,High,Approved,glandular cells,10.513380178761063,12.6540983323498,10.9932743695292,7.89276783440419
SECISBP2L,Secisbp2l,one-to-one,NA,NA,Medium,Approved,glandular cells,61.879535515728264,67.0652031807802,72.6846954781391,45.8887078882655
SECTM1,Sectm1a | Sectm1b,one-to-many (human-to-mouse),Secreted to blood,No annotated function,Medium,Approved,glandular cells,5.547402610797131,7.68966182423854,5.84717586062314,3.10537014752971
SEH1L,Seh1l,one-to-one,NA,NA,NA,NA,NA,8.800198666646677,13.5978388592372,7.98683834714572,4.81591879355711
SEL1L,Sel1l,one-to-one,Intracellular and membrane,Other,Low,Enhanced,glandular cells,38.97003230922244,46.7560310662749,36.3495780035986,33.8044878577938
SEL1L2,Sel1l2,one-to-one,NA,NA,Not detected,Approved,glandular cells,0,0,0,0
SEL1L2_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SEL1L3,Sel1l3,one-to-one,NA,NA,Low,Approved,glandular cells,41.506644161057665,43.2369541822242,39.301460931055,41.9815173698938
SELE,Sele,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,2.6644405135767326,3.56268026945813,3.67120337759359,0.759437893678478
SELENBP1,Selenbp1 | Selenbp2,one-to-many (human-to-mouse),NA,NA,Low,Enhanced,glandular cells,47.09159862476063,50.4808547140777,48.8333059937359,41.9606351664683
