Geneid,mouse_gene,ortholog_type,Secretome location,Secretome function,Level,Reliability,Cell type,Mean_TPM,adult_PAR_01,adult_PAR_02,adult_PAR_03,adult_PAR_04
NFX1,Nfx1,one-to-one,NA,NA,High,Approved,glandular cells,14.386358414288653,15.2682479816815,14.788239984424,12.1521263962005,15.3368192948486
NFXL1,Nfxl1,one-to-one,NA,NA,Not detected,Approved,glandular cells,5.845795611986958,7.00195975288015,6.2351836915633,4.68940693670968,5.4566320667947
NFYA,Nfya,one-to-one,NA,NA,Medium,Enhanced,glandular cells,3.7324897304498776,3.65393114955208,3.71977404162876,3.15482801915794,4.40142571146073
NFYB,Nfyb,one-to-one,NA,NA,High,Supported,glandular cells,4.056165589215083,3.67657295311055,5.36390589469703,3.26879648509964,3.91538702395311
NFYC,Nfyc,one-to-one,NA,NA,NA,NA,NA,8.568132062994025,8.60593419264957,8.75360281828207,7.66453837125509,9.24845286978937
NFYC-AS1,NA,human-specific,NA,NA,NA,NA,NA,1.9989981389845677,1.46086099755228,3.14233544775027,1.46280703991773,1.92998907071799
NFYCP2,NA,human-specific,NA,NA,NA,NA,NA,0.05728754872224475,0,0,0,0.229150194888979
NGB,Ngb,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.0393123915672222,0.0780427395230488,0.07920682674584,0,0
NGDN,Ngdn,one-to-one,NA,NA,Not detected,Approved,glandular cells,8.665259000895995,8.58211996104457,8.9653729871099,8.90483693493894,8.20870612049057
NGEF,Ngef,one-to-one,NA,NA,Low,Approved,glandular cells,0.465109459333407,0.192043268695494,0.124032230206181,0.520567242746543,1.02379509568541
NGF,Ngf,one-to-one,Secreted in other tissues,Growth factor,NA,NA,NA,0.681121128587602,1.06013575369085,0.734377726416014,0.203837806927388,0.726133227316156
NGF-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.05367303651693007,0.106329494921058,0,0.0495386547575374,0.0588239963891249
NGFR,Ngfr,one-to-one,NA,NA,Medium,Enhanced,glandular cells,4.777587780891068,5.37450668870348,2.99593779391799,3.86977132322524,6.87013531771756
NGFR-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.338821536404706,0.284111365421746,0.230679341448163,0.211786877833207,0.628708560915708
NGLY1,Ngly1,one-to-one,NA,NA,High,Approved,glandular cells,10.06536998503853,8.55459950048569,9.81756472300975,9.85150465666728,12.0378110599914
NGRN,Ngrn,one-to-one,Intracellular and membrane,Developmental protein,Low,Supported,glandular cells,30.221841864730074,33.1526000918567,31.566665694826,24.7204923980844,31.4476092741532
NHEG1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
NHEJ1,Nhej1,one-to-one,NA,NA,High,Approved,glandular cells,1.412934816448567,1.37689075837688,1.46643730565954,1.17210532645728,1.63630587530057
NHERF1,Nherf1,one-to-one,NA,NA,NA,NA,NA,56.91725478780195,65.5506931289362,59.3209056761013,44.8286298252716,57.9687905208987
NHERF2,Nherf2,one-to-one,NA,NA,NA,NA,NA,17.16057603286925,16.7969370347925,22.1711258572604,10.6451888961624,19.0290523432617
NHERF4,Nherf4,one-to-one,NA,NA,NA,NA,NA,0.1576506149944587,0.315568530248169,0.160137778700248,0.105016154091271,0.0498799969381468
NHIP,NA,human-specific,NA,NA,NA,NA,NA,0.4260803968645387,0.0791363806504697,0.631060419380454,0.368694485261613,0.625430302165618
NHLH1,Nhlh1,one-to-one,NA,NA,NA,NA,NA,0.0709240301964507,0.108533430482582,0.0550761587618708,0,0.12008653154135
NHLH2,Nhlh2,one-to-one,NA,NA,NA,NA,NA,0.02950998793739425,0,0,0,0.118039951749577
NHLRC1,Nhlrc1,one-to-one,NA,NA,NA,NA,NA,1.9753179986132976,1.58104547240192,1.38438527032631,2.39757792228001,2.53826332944495
NHLRC2,Nhlrc2,one-to-one,NA,NA,Medium,Approved,glandular cells,10.809513755785744,11.4791521237575,13.0076441450824,8.51418990553188,10.2370688487712
NHLRC3,Nhlrc3,one-to-one,Secreted to blood,No annotated function,Not detected,Uncertain,glandular cells,10.279733744169295,10.2626202472809,12.3166615589781,9.2354206369409,9.30423253347729
NHLRC4,Nhlrc4,one-to-one,NA,NA,NA,NA,NA,1.8115271588125048,1.22474228584525,1.78052865256858,1.60386121748401,2.63697647935218
NHP2,Nhp2,one-to-one,NA,NA,Low,Enhanced,glandular cells,14.709981974572576,15.0527082608922,16.7506736773603,9.11336661971261,17.9231793403252
NHS,Nhs,one-to-one,NA,NA,Medium,Uncertain,glandular cells,1.811854388326835,1.53919621519778,1.87163841776592,1.73188298256573,2.10469993777791
NHS-AS1,NA,human-specific,NA,NA,NA,NA,NA,1.469262689759686,0.724595252595199,1.47080666270604,0.675174354658865,3.00647448907864
NHSL1,Nhsl1,one-to-one,NA,NA,Medium,Uncertain,glandular cells,1.0595041137694494,1.04609385296923,1.15385864561108,0.940899877466468,1.09716407903102
NHSL1-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.5004430839317328,0.554485478009913,0.422067146715595,0.258333444389955,0.766886266611468
NHSL2,Nhsl2,one-to-one,NA,NA,Medium,Uncertain,glandular cells,0.702857999439372,0.828253029478595,0.490354240787269,0.51022054586628,0.982604181625344
NHSL3,Nhsl3,one-to-one,NA,NA,NA,NA,NA,50.47270859085192,55.8015415981093,47.3466894704444,48.3539339508997,50.3886693439543
NIBAN1,Niban1,one-to-one,NA,NA,Medium,Approved,glandular cells,183.801936624824,184.432587756522,232.707074625742,152.07693482794,165.991149289092
NIBAN2,Niban2,one-to-one,NA,NA,Medium,Uncertain,glandular cells,71.24805489639905,85.6670391541398,63.8060460278214,53.9678654055585,81.5512689980765
NIBAN3,Niban3,one-to-one,NA,NA,Not detected,Approved,glandular cells,0.15846754158488657,0.0703936642004772,0.142887315294342,0,0.420589186844727
NICN1,Nicn1,one-to-one,NA,NA,NA,NA,NA,8.34657185591469,9.95442760671321,7.02621252265593,7.15194179476768,9.25370549952194
NICOL1,Nicol1,one-to-one,NA,NA,NA,NA,NA,1.2429586893660294,1.12584171092885,1.42829348837833,1.63914666477146,0.778552893385477
NID1,Nid1,one-to-one,Secreted to extracellular matrix,Cell adhesion,Not detected,Approved,glandular cells,8.476840026565167,7.33089730780837,7.28220071085187,7.29968157388043,11.99458051372
NID2,Nid2,one-to-one,Secreted to extracellular matrix,Cell adhesion,Low,Enhanced,glandular cells,3.1575361420227823,2.69055930594024,3.38491997910287,2.33730197093253,4.21736331211549
NIF3L1,Nif3l1,one-to-one,NA,NA,Medium,Supported,glandular cells,5.128313827801468,4.33083616953747,5.9074646632433,4.39057200817365,5.88438247025145
NIFK,Nifk,one-to-one,NA,NA,Low,Supported,glandular cells,6.141545001217393,5.67878966202056,5.80525906750308,6.48013203647751,6.60199923886842
NIFK-AS1,NA,human-specific,NA,NA,NA,NA,NA,1.3973467255799752,1.31196876797757,1.54040684821878,0.886901722272041,1.85010956385151
NIHCOLE,NA,human-specific,NA,NA,NA,NA,NA,0.06435723951023475,0,0,0,0.257428958040939
NIM1K,Nim1k,one-to-one,NA,NA,NA,NA,NA,0.4298113303034285,0.489531718919752,0.31616682670902,0.248805430886156,0.664741344698786
NIN,Nin,one-to-one,NA,NA,Low,Approved,glandular cells,3.739858133434555,3.51401140194815,3.64203975559158,2.38344099480426,5.41994038139423
NINJ1,Ninj1,one-to-one,Intracellular and membrane,Cell adhesion,Not detected,Uncertain,glandular cells,41.67036366830485,47.7188531205807,38.2547549388465,40.3674954579117,40.3403511558805
NINJ2,Ninj2,one-to-one,NA,NA,NA,NA,NA,1.752955527885475,1.70070384789668,2.52272000734881,1.34090645325792,1.44749180303849
NINJ2-AS1,NA,human-specific,NA,NA,NA,NA,NA,3.24863434008151,2.90814352126906,4.96939836664394,2.12912391929476,2.98787155311828
NINL,Ninl,one-to-one,NA,NA,Medium,Uncertain,glandular cells,2.0189966117597224,2.23272198202639,1.7493217383566,1.54889867812544,2.54504404853046
NIP7,Nip7,one-to-one,NA,NA,Medium,Supported,glandular cells,4.61538868711603,4.96294857863289,4.21461259570675,3.68068588888302,5.60330768524146
NIPA1,Nipa1,one-to-one,NA,NA,Not detected,Uncertain,glandular cells,0.41787679921339327,0.242624280831348,0.599548831186696,0.432493470606325,0.396840614229204
NIPA1_1,NA,human-specific,NA,NA,NA,NA,NA,0.49228769109768,0.706452841065555,0.759795698688553,0.304572382707625,0.198329841928987
NIPA2,Nipa2,one-to-one,NA,NA,Medium,Approved,glandular cells,1.09323099417992,1.40127084378109,1.422172230571,0.812080090489631,0.737400811877958
NIPA2_1,NA,human-specific,NA,NA,NA,NA,NA,0.4198673049376094,0.220901283533645,0.724326352445793,0.0950006531353215,0.639240930635678
NIPAL1,Nipal1,one-to-one,NA,NA,Not detected,Uncertain,glandular cells,3.847002458866235,4.65848328464967,4.06392868860389,2.36546609297732,4.30013176923406
NIPAL2,Nipal2,one-to-one,NA,NA,Low,Uncertain,glandular cells,11.0920621159034,10.7509029926596,10.2485995971499,10.1176491649766,13.2510967088275
NIPAL2-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.31909168065321525,0.509611718837285,0.147775170990665,0.135672496240475,0.483307336544436
NIPAL3,Nipal3,one-to-one,NA,NA,High,Approved,glandular cells,11.261844901830292,11.0113497448389,13.3781547614499,7.70183589633097,12.9560392047014
NIPAL4,Nipal4,one-to-one,NA,NA,Low,Approved,glandular cells,0.08612238178346927,0,0.0444959677580106,0.0817035632967915,0.218289996079075
NIPAL4-DT,NA,human-specific,NA,NA,NA,NA,NA,0.32050565674459447,0.15626125098196,0.634368188982448,0.14560347851033,0.34578970850364
NIPBL,Nipbl,one-to-one,NA,NA,Medium,Approved,glandular cells,16.995160229327425,17.5156825939521,19.1568107235668,14.5002685059808,16.80787909381
NIPBL-DT,NA,human-specific,NA,NA,NA,NA,NA,3.5841833523479876,2.57541040426061,4.66000164021359,2.88455395222039,4.21676741269736
NIPSNAP1,Nipsnap1,one-to-one,NA,NA,Low,Uncertain,glandular cells,17.442820178259176,19.5077384087285,17.7698725486052,15.4474223967114,17.0462473589916
NIPSNAP2,Nipsnap2,one-to-one,NA,NA,High,Enhanced,glandular cells,49.3033031595459,53.436173102983,60.7694805020216,44.9908173427292,38.0167416904498
NIPSNAP3A,Nipsnap3a | Nipsnap3b,many-to-many,NA,NA,Medium,Approved,glandular cells,4.117760830984055,4.19842270670113,4.86361870073768,3.27981625309454,4.12918566340287
NIPSNAP3B,Nipsnap3a | Nipsnap3b,many-to-many,NA,NA,Medium,Uncertain,glandular cells,0.8925620323519661,0.622730801624507,1.01913139212832,0.739828378186447,1.18855755746859
NISCH,Nisch,one-to-one,NA,NA,Medium,Approved,glandular cells,24.40847033750173,25.2597513274378,26.4229228483064,19.6466555686126,26.3045516056501
NIT1,Nit1,one-to-one,NA,NA,Not detected,Approved,glandular cells,10.35145527920024,9.76101737875931,10.9306672993147,9.64711659325095,11.067019845476
NIT2,Nit2,one-to-one,NA,NA,High,Approved,glandular cells,5.2909241659244,5.30445699932292,7.09697766960746,4.156130813389,4.60613118137822
NKAIN1,Nkain1,one-to-one,NA,NA,NA,NA,NA,0.27957612741937327,0.284928112673472,0.433767160022906,0.110622766014008,0.288986470967107
NKAIN2,Nkain2,one-to-one,NA,NA,NA,NA,NA,0.20916694430446248,0.193366765429182,0.196251028364135,0.126124752288212,0.320925231136321
NKAIN3,Nkain3,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.9532269904821562,0.703249247059834,1.1580665428656,0.638671409721351,1.31292076228184
NKAIN4,Nkain4,one-to-one,NA,NA,Not detected,Approved,glandular cells,0.0169856317651545,0,0.0266521078641377,0.012234660192768,0.0290557590037123
NKAP,Nkap,one-to-one,NA,NA,High,Supported,glandular cells,3.0628775539656776,2.66217417694477,3.83951826801831,2.54588000728866,3.20393776361097
NKAPD1,Nkapd1,one-to-one,NA,NA,Low,Approved,glandular cells,7.424510932972662,8.26528520890252,7.87845461857542,6.36592315972664,7.18838074468607
NKAPL,Nkapl,one-to-one,NA,NA,NA,NA,NA,0.5478774111936445,0.500938595205706,0.93208611160959,0.388976801796548,0.369508136162734
NKAPP1,NA,human-specific,NA,NA,NA,NA,NA,2.257753846538855,1.43110551641894,2.004383646624,2.5869845761068,3.00854164700568
NKD1,Nkd1,one-to-one,NA,NA,Not detected,Uncertain,glandular cells,0.5759466134277278,0.688140103802005,0.429787333388895,0.451499817511108,0.734359199008903
NKD2,Nkd2,one-to-one,NA,NA,NA,NA,NA,0.1101662240451182,0.171308630706149,0,0.0798122771093658,0.189543988364958
NKD2_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
NKG7,Nkg7,one-to-one,NA,NA,NA,NA,NA,0.12775314119548145,0.161348826595326,0.0818777546244788,0,0.267785983562121
NKILA,NA,human-specific,NA,NA,NA,NA,NA,0.47583098534430224,0.934680461993711,0.433655852052667,0.298604824289082,0.236382803041749
NKIRAS1,Nkiras1,one-to-one,NA,NA,Medium,Approved,glandular cells,1.8692800522916928,1.86730382147909,2.52687542191431,1.47995294352216,1.60298802225121
NKIRAS2,Nkiras2,one-to-one,NA,NA,NA,NA,NA,8.877286334580027,9.35961394532632,10.3787797600009,7.35999082165918,8.41076081133371
NKPD1,Nkpd1,one-to-one,NA,NA,NA,NA,NA,0.9085131301712562,0.97943525680309,0.97375791152362,0.530817175761945,1.15004217659637
NKRF,Nkrf,one-to-one,NA,NA,NA,NA,NA,0.08722259828582432,0.0890400352104599,0.108441790005727,0.0331868298042024,0.118221738122908
NKRF_1,NA,human-specific,NA,NA,NA,NA,NA,0.02209915788834757,0.0332359259573606,0,0,0.0551607055960297
NKTR,Nktr,one-to-one,NA,NA,Low,Approved,glandular cells,15.269715612768875,14.1081289039727,18.7629063030027,13.5853751584859,14.6224520856142
NKX1-1,Nkx1-1,one-to-one,NA,NA,NA,NA,NA,0.02613766480217225,0,0.104550659208689,0,0
NKX1-2,Nkx1-2,one-to-one,NA,NA,NA,NA,NA,0.11065576239875333,0.0432139491971288,0.175434117663162,0.0805330980486905,0.143441884686032
NKX2-1,Nkx2-1,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.01360436541636917,0,0,0.0544174616654767,0
NKX2-1-AS1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
NKX2-2,Nkx2-2,one-to-one,NA,NA,Not detected,Approved,glandular cells,0,0,0,0,0
NKX2-3,Nkx2-3,one-to-one,NA,NA,NA,NA,NA,0.045955854873692,0.0898704604093139,0.0608073134516855,0,0.0331456456337686
NKX2-4,Nkx2-4,one-to-one,NA,NA,NA,NA,NA,0,0,0,0,0
NKX2-5,Nkx2-5,one-to-one,NA,NA,NA,NA,NA,0,0,0,0,0
NKX2-6,Nkx2-6,one-to-one,NA,NA,NA,NA,NA,0.0198351743597329,0,0.0793406974389316,0,0
NKX2-8,Nkx2-9,one-to-one,NA,NA,NA,NA,NA,0.41980380644131426,0.715257684907117,0.420273227752344,0.210465364488073,0.333218948617723
NKX3-1,Nkx3-1,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,3.4421355195781524,4.31246772362646,3.96915014038835,3.1713342650312,2.3155899492666
NKX3-2,Nkx3-2,one-to-one,NA,NA,Medium,Approved,glandular cells,0.22402354269999325,0.289542906231279,0.111947327467491,0.128473657509114,0.366130279592089
NKX6-1,Nkx6-1,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.00552745645793547,0,0,0,0.0221098258317419
NKX6-2,Nkx6-2,one-to-one,NA,NA,NA,NA,NA,0.1651897747839834,0.100260109011547,0.356144568525551,0.0934218850557606,0.110932536543075
NKX6-3,Nkx6-3,one-to-one,NA,NA,NA,NA,NA,0.05377610301463705,0.0541819566075676,0,0.100972970649881,0.0599494848010996
NLE1,Nle1,one-to-one,NA,NA,Medium,Approved,glandular cells,4.025302411664333,3.65635558081653,4.32937617145394,3.46738180893558,4.64809608545128
NLGN1,Nlgn1,one-to-one,Intracellular and membrane,Cell adhesion,Medium,Enhanced,glandular cells,0.06366611064695273,0.0529749438922705,0.050858896656833,0.0320184627307374,0.11881213930797
NLGN1-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.128328134876707,0.340515315023265,0.172797224483563,0,0
NLGN2,Nlgn2,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0,0,0,0,0
NLGN2_1,NA,human-specific,NA,NA,NA,NA,NA,0.07669133471846665,0.0909454306878458,0.0807642278943737,0.0847425128082403,0.0503131674834068
NLGN3,Nlgn3,one-to-one,Intracellular and membrane,Cell adhesion,Not detected,Enhanced,glandular cells,0.43202298190028526,0.467671920302519,0.474647724973261,0.153328042031349,0.632444240294012
NLGN4X,Nlgn4l,one-to-many (mouse-to-human),NA,NA,Not detected,Approved,glandular cells,0.4703407133988988,0.392026594000448,0.716173328370316,0.194820525741596,0.578342405483235
NLGN4Y,Nlgn4l,one-to-many (mouse-to-human),Intracellular and membrane,Cell adhesion,Not detected,Approved,glandular cells,0.2358093767086288,0.47152209884042,0.0237300165054095,0.439362013002075,0.00862337848661065
NLGN4Y-AS1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
NLK,Nlk,one-to-one,NA,NA,Low,Approved,glandular cells,3.36168335060948,2.9821102132805,3.60035284441638,2.92357785084664,3.9406924938944
NLN,Nln,one-to-one,NA,NA,Low,Approved,glandular cells,0.5436231114340297,0.554727440985959,0.444057732287714,0.414969913754439,0.760737358708007
NLRC3,Nlrc3,one-to-one,NA,NA,NA,NA,NA,1.5431267931117925,1.49053446532521,1.59285499139293,1.16828712973308,1.92083058599595
NLRC4,Nlrc4,one-to-one,NA,NA,NA,NA,NA,0.3969874196683293,0.216320847447816,0.498971577218337,0.219890967546212,0.652766286460952
NLRC5,Nlrc5,one-to-one,NA,NA,NA,NA,NA,3.5813180064852523,3.43406989419921,3.51091970757834,2.65869867420366,4.7215837499598
NLRP1,Nlrp1a | Nlrp1b,one-to-many (mouse-to-human),NA,NA,Low,Enhanced,glandular cells,3.048857443112047,3.64020307255565,1.95115803527164,2.03515417872579,4.56891448589511
NLRP10,Nlrp10,one-to-one,NA,NA,Medium,Uncertain,glandular cells,0,0,0,0,0
NLRP10_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
NLRP10_2,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
NLRP11,NA,human-specific,NA,NA,NA,NA,NA,0.0785629716279187,0.0525473330744688,0.106662260505506,0,0.1550422929317
NLRP12,Nlrp12,one-to-one,NA,NA,Low,Approved,glandular cells,0.07346594320946817,0.144977933346625,0.0653957455092192,0.030019941703546,0.0534701522784825
NLRP13,NA,human-specific,NA,NA,NA,NA,NA,0.05627905414739342,0.0967103365430587,0,0,0.128405880046515
NLRP14,Nlrp14,one-to-one,NA,NA,Not detected,Approved,glandular cells,0.1407806912046187,0.150592238155638,0.141921441349097,0.0801834970028978,0.190425588310842
NLRP2,Nlrp2,one-to-one,NA,NA,NA,NA,NA,0,0,0,0,0
NLRP2B,NA,human-specific,NA,NA,NA,NA,NA,0.158842942406082,0,0.0661379483190843,0.0404808669120766,0.528752954393167
NLRP2_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
NLRP2_2,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
NLRP2_3,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
NLRP2_4,NA,human-specific,NA,NA,NA,NA,NA,0.02001703136579087,0,0,0,0.0800681254631635
NLRP2_5,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
NLRP2_6,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
NLRP2_7,NA,human-specific,NA,NA,NA,NA,NA,0.2426746777248762,0.686196159083572,0.150579778619731,0.0518427782346322,0.0820799949615696
NLRP2_8,NA,human-specific,NA,NA,NA,NA,NA,0.00904563173872102,0.0361825269548841,0,0,0
NLRP2_9,NA,human-specific,NA,NA,NA,NA,NA,0.04921461931268367,0,0.0367222263244077,0,0.160136250926327
NLRP3,Nlrp3,one-to-one,NA,NA,Not detected,Uncertain,glandular cells,0.5125307258626053,0.768869584722843,0.524954695174474,0.33867550995834,0.417623113594764
NLRP3_1,NA,human-specific,NA,NA,NA,NA,NA,0.1909462106742366,0.282689154861427,0.245919216450705,0.0564446546495224,0.178731816735292
NLRP4,Nlrp4a | Nlrp4b | Nlrp4c | Nlrp4e | Nlrp4f,one-to-many (mouse-to-human),NA,NA,NA,NA,NA,0.0496978099562893,0.0747427906662972,0,0,0.12404844915886
NLRP5,Nlrp5,one-to-one,NA,NA,NA,NA,NA,0.05629299113512227,0.0535752860509578,0,0.0332807950880753,0.138315883401456
NLRP6,Nlrp6,one-to-one,NA,NA,Not detected,Supported,glandular cells,0.22448095022946252,0.324205586149488,0.188023682181714,0.129468513601975,0.256226018984673
NLRP7,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
NLRP7_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
NLRP7_2,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
NLRP7_3,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
NLRP7_4,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
NLRP7_5,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
NLRP7_6,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
NLRP7_7,NA,human-specific,NA,NA,NA,NA,NA,0.01889158618456544,0.0358738342481853,0,0,0.0396925104900765
NLRP7_8,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
NLRP7_9,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
NLRP8,NA,human-specific,NA,NA,NA,NA,NA,0.02926994736444125,0,0,0,0.117079789457765
NLRP9,Nlrp9a | Nlrp9b | Nlrp9c,one-to-many (mouse-to-human),NA,NA,Low,Approved,glandular cells,0.04753784920809395,0.0797929792248308,0,0,0.110358417607545
NLRX1,Nlrx1,one-to-one,NA,NA,Medium,Supported,glandular cells,5.037326635394727,5.11565101801295,5.50712285050205,4.2641753706488,5.26235730241511
NMB,Nmb,one-to-one,Secreted to blood,Immunity,Not detected,Approved,glandular cells,0.5496508742166615,0.148247853495706,0,0,2.05035564337094
NMBR,Nmbr,one-to-one,NA,NA,NA,NA,NA,0.08909386469498833,0.0439949241826191,0.0446511534413772,0,0.267729381155957
NMB_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
NMD3,Nmd3,one-to-one,NA,NA,NA,NA,NA,21.406551313240175,24.000077197853,22.9223565599531,17.9294693042001,20.7743021909545
NME1,Nme1,one-to-one,NA,NA,Medium,Supported,glandular cells,8.627989636033552,9.06315255695369,10.5939487560069,8.56148453640738,6.29337269476624
NME1-NME2,NA,human-specific,NA,NA,Medium,Approved,glandular cells,0,0,0,0,0
NME2,Nme2,one-to-one,NA,NA,Medium,Approved,glandular cells,1.4827044958386877,1.86579669001169,1.8234926229117,1.09463650975694,1.14689216067442
NME3,Nme3,one-to-one,Intracellular and membrane,Enzyme,Medium,Approved,glandular cells,34.53928072578363,30.6111970549946,42.8719167345728,24.4593503481264,40.2146587654407
NME4,Nme4,one-to-one,NA,NA,Medium,Approved,glandular cells,26.396566045903175,25.7763645555573,26.1946013068994,22.592690081644,31.022608239512
NME5,Nme5,one-to-one,NA,NA,Medium,Enhanced,glandular cells,0.9340821965675864,0.525244287540188,0.823849120860207,0.93434744227826,1.45288793559169
NME6,Nme6,one-to-one,NA,NA,Medium,Approved,glandular cells,5.982321468457608,5.17691129154932,6.36527557705089,5.74194998121799,6.64514902401223
NME7,Nme7,one-to-one,NA,NA,Medium,Approved,glandular cells,2.924157391887513,3.25430597484776,3.5780845473681002,2.06368031170732,2.80055873362687
NME8,Nme8,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.21044833591750775,0.150303283006911,0,0.392145243682933,0.299344816980187
NME9,Nme9,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,3.750686093548687,3.39366326366423,5.23073717182889,3.04410860856343,3.3342353301382
NMI,Nmi,one-to-one,Secreted to blood,Immunity,Medium,Approved,glandular cells,2.7517414409536927,3.21888380079203,2.78127695646035,2.81694805007633,2.18985695648606
NMNAT1,Nmnat1,one-to-one,NA,NA,Low,Approved,glandular cells,3.5485387843224174,3.18125118381869,3.46412904217625,3.47890546521289,4.06986944608184
NMNAT2,Nmnat2,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.377817559638638,0.43009207230954,0.199546210349421,0.229004408284046,0.652627547611545
NMNAT3,Nmnat3,one-to-one,NA,NA,High,Approved,glandular cells,6.353695825365075,5.70084517561325,6.21801945620744,5.77489309517546,7.72102557446415
NMRAL1,Nmral1,one-to-one,NA,NA,Medium,Uncertain,glandular cells,0.05195499067812837,0.0725732169832535,0,0.13524674572926,0
NMRAL1_1,NA,human-specific,NA,NA,NA,NA,NA,2.5115389502524725,2.75778224536363,5.34003974982872,0.74385710151093,1.20447670430661
NMRAL2P,NA,human-specific,NA,NA,NA,NA,NA,0.1171405087847743,0.154435159568148,0.156738717812024,0.0719509676778924,0.0854371900810328
NMRK1,Nmrk1,one-to-one,NA,NA,Medium,Approved,glandular cells,9.050191152603436,9.42336518097055,9.93225604979338,8.23258455767712,8.61255882197269
NMRK2,Nmrk2,one-to-one,NA,NA,Not detected,Approved,glandular cells,0.1036462038980632,0,0.359565288393456,0.0550195271987969,0
NMS,Nms,one-to-one,Secreted in brain,Neuropeptide,NA,NA,NA,0,0,0,0,0
NMT1,Nmt1,one-to-one,NA,NA,Medium,Supported,glandular cells,20.223334399458626,19.7436618849807,20.5142273479549,16.3838367742822,24.2516115906167
NMT2,Nmt2,one-to-one,NA,NA,Medium,Approved,glandular cells,3.619664118737993,3.80807493746413,3.7457533685161,2.8556892758962,4.06913889307554
NMU,Nmu,one-to-one,Secreted in other tissues,Neuropeptide,NA,NA,NA,0.04880185332982075,0,0,0,0.195207413319283
NMUR1,Nmur1,one-to-one,NA,NA,Medium,Approved,glandular cells,2.58782746610824,2.99307403552076,3.40260994020473,2.6130533321776,1.34257255652987
NMUR2,Nmur2,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0,0,0,0,0
NNAT,NA,human-specific,NA,NA,NA,NA,NA,4.748919942757555,5.34540076035827,5.42513287591265,3.2863133005159,4.9388328342434
NNMT,Nnmt,one-to-one,NA,NA,Not detected,Approved,glandular cells,6.252568687330127,8.003304228002,5.18644202519984,7.96132129731616,3.85920719880251
NNT,Nnt,one-to-many (mouse-to-human),NA,NA,Medium,Enhanced,glandular cells,18.145415970610575,20.9530750830575,19.4991120789891,13.8204284096438,18.3090483107519
NNT-AS1,NA,human-specific,NA,NA,NA,NA,NA,5.43934338560578,6.50962426911532,5.66899368883044,3.93288039835831,5.64587518611905
NOA1,Noa1,one-to-one,NA,NA,Medium,Approved,glandular cells,21.209068895492877,21.0517299046084,22.4133893137054,20.4320149077858,20.9391414558719
NOB1,Nob1,one-to-one,NA,NA,Medium,Approved,glandular cells,8.92310003990926,8.61185258034146,8.28892979799794,10.2472266274682,8.54439115382944
NOBOX,Nobox,one-to-one,NA,NA,NA,NA,NA,0,0,0,0,0
NOBOX_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
NOC2L,Noc2l,one-to-one,NA,NA,Low,Approved,glandular cells,19.517436611913325,18.2698138144828,20.7898815187958,16.9299295970618,22.0801215173129
NOC2LP2,NA,human-specific,NA,NA,NA,NA,NA,0.01293098571199655,0,0,0.0236459196995561,0.0280780231484301
NOC3L,Noc3l,one-to-one,NA,NA,NA,NA,NA,4.499561322649825,5.49861520810919,4.71881345070933,3.6837913776562,4.09702525412458
