gene_id,gene_name,human_gene,ortholog_type,secreted,Reference,Function,mean_tpm,sd_tpm,Mous-1A-LIV-Mal,Mous-1B-LIV-Mal,Mous-2A-LIV-Mal,Mous-2B-LIV-Mal,Mous-3A-LIV-Mal,Mous-3B-LIV-Mal,Mous-4A-LIV-Fem,Mous-4B-LIV-Fem,Mous-5A-LIV-Fem,Mous-5B-LIV-Fem,Mous-6A-LIV-Fem,Mous-6B-LIV-Fem
ENSMUSG00000109063,Gm44961,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109065,Gm5324,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109066,Gm4585,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109068,Gm45207,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109069,Gm2734,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109070,Olfr511-ps1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109072,Gm18469,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109074,Gm45162,NA,NA,NA,NA,NA,0.02151258333333333,0.05111956693951283,0.106964,0,0,0,0,0,0,0,0,0.151187,0,0
ENSMUSG00000109077,Gm8285,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109078,Gm19033,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109081,Gm44611,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109086,Gm5596,NA,NA,NA,NA,NA,0.00271641666666666,0.00940994336238711,0,0,0,0,0,0,0,0,0,0,0,0.032597
ENSMUSG00000109087,Gm45105,NA,NA,NA,NA,NA,0.8231749166666666,0.8553153523897125,0.220767,0.81874,0,0.84127,0,0.610184,0.290821,1.054946,0.832201,2.134414,0.271154,2.803602
ENSMUSG00000109092,Gm18057,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109098,Gm18062,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109099,Gm20074,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109100,Or5b110,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109103,Gm18877,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109104,Gm6108,NA,NA,NA,NA,NA,0.05907158333333334,0.15051356718518968,0.213308,0,0,0,0,0,0,0,0,0,0.495551,0
ENSMUSG00000109112,Gm44544,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109113,Gm32916,NA,mouse-specific,No_annotation,NA,NA,0.10527533333333332,0.09827884269338703,0,0.04135,0.20108,0.043456,0,0.133194,0.044626,0.054637,0.303136,0.045767,0.204154,0.191904
ENSMUSG00000109116,Sycp1-ps1,NA,mouse-specific,No_annotation,NA,NA,0.00196558333333333,0.00680898039968785,0,0,0.023587,0,0,0,0,0,0,0,0,0
ENSMUSG00000109117,Gm18393,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109126,Or5b103-ps1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109129,Gm44973,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109135,Gm6240,NA,NA,NA,NA,NA,0.03612633333333334,0.1251452896490049,0,0,0,0,0,0.433516,0,0,0,0,0,0
ENSMUSG00000109138,Gm18052,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109142,Gm44600,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109143,Gm10046,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109147,4930431P19Rik,NA,mouse-specific,No_annotation,NA,NA,0.04146233333333333,0.09808378712502835,0,0,0,0.212187,0,0,0,0.285361,0,0,0,0
ENSMUSG00000109148,Or5b100,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109152,Gm44666,NA,NA,NA,NA,NA,0.02304516666666667,0.07983079907111874,0,0,0,0,0,0,0,0,0,0,0.276542,0
ENSMUSG00000109155,Gm18757,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109156,Gm45194,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109159,Gm44657,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109163,3110009M11Rik,NA,NA,NA,NA,NA,0.05294575000000001,0.1834094580896798,0,0,0,0,0,0,0,0,0,0,0,0.635349
ENSMUSG00000109164,Gm45085,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109166,Gm5890,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109169,Gm18061,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109171,Gm5735,NA,NA,NA,NA,NA,3.0339541666666667,3.520127607524008,0,0,1.323978,2.954888,1.750875,1.439653,5.519741,11.800917,7.069236,1.534418,0,3.013744
ENSMUSG00000109172,Gm21035,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109173,Gm21036,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109174,Gm6007,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109176,Zfp264,NA,mouse-specific,No_annotation,NA,NA,0.02856341666666666,0.0521493190724452,0,0,0.135646,0,0,0,0.036322,0,0.13736400000000001,0,0.033429,0
ENSMUSG00000109177,Pafah1b1-ps2,NA,NA,NA,NA,NA,0.007347,0.02545075456641708,0,0,0,0,0,0,0,0.088164,0,0,0,0
ENSMUSG00000109178,Gm3257,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109179,Wdr97,WDR97,one-to-one,No_annotation,NA,NA,0.3119935,0.15672966069956254,0.180545,0.277646,0.301031,0.139907,0.39374,0.251158,0.334574,0.270924,0.717384,0.167737,0.253038,0.456238
ENSMUSG00000109180,Gm44654,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109181,Gm5605,NA,NA,NA,NA,NA,0.00346716666666666,0.01201061764995178,0,0,0.041606,0,0,0,0,0,0,0,0,0
ENSMUSG00000109182,Gm18195,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109184,Or5aa3-ps1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109185,Gm18268,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109188,Gm18213,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109189,Or5aa2-ps1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109192,Olfr468-ps1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109195,Gm45038,NA,NA,NA,NA,NA,0.00671375,0.01049358861508908,0.021323,0,0,0.028871,0.01636,0,0,0,0,0,0.014011,0
ENSMUSG00000109196,Gm44715,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109201,Gm6518,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109202,Gm21037,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109204,Gm9445,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109205,Gm44954,NA,NA,NA,NA,NA,0.317482,0.4983938643349527,0,0,0.694546,0.774729,0.924991,0,0,0,0,0,1.415518,0
ENSMUSG00000109207,Gm45232,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109210,Gm18206,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109211,Gm45146,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109212,Or14j5,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109213,Or5ag1-ps1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109218,Gm44872,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109219,Or4k49,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109220,Gm30196,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109221,Gm9375,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109222,Gm10297,NA,NA,NA,NA,NA,0.6759279166666666,1.390574045373444,0,0,0,0,0,0,0,4.311868,1.212691,2.586576,0,0
ENSMUSG00000109223,Gm45116,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109227,Gm29791,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109228,Fam81b,FAM81B,one-to-one,No_annotation,NA,NA,0.00181458333333333,0.00628590105580205,0,0,0,0,0,0,0.021775,0,0,0,0,0
ENSMUSG00000109229,Gm44858,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109230,Or5b115-ps1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109234,Gm44561,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109235,Gm5997,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109236,Gm44833,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109238,Tex51,TEX51,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109240,Gm44598,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109241,Gm7434,NA,NA,NA,NA,NA,0.097688,0.1541431289625445,0,0.22497,0,0,0,0.251561,0,0,0.247949,0,0.447776,0
ENSMUSG00000109246,Or6i1-ps1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109247,Gm8685,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109250,Gm5053,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109252,Gm18453,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109253,Gm4536,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109255,Gm7407,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109259,Gm18055,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109261,Gm44938,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109263,Gm18058,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109264,Gm44871,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109266,Gm6426,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109267,Gm45048,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109269,Gm18054,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109272,Gm4528,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109273,Gm45101,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109275,Gm19182,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109276,Gm4548,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109281,Gm44651,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109285,Olfr1488-ps1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109287,Gm44713,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109289,Gm32111,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109290,Phgdh-ps1,NA,NA,NA,NA,NA,0.00681691666666666,0.02361449203525948,0,0,0.081803,0,0,0,0,0,0,0,0,0
ENSMUSG00000109292,Gm44564,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109293,Dcst2,DCST2,one-to-one,No_annotation,NA,NA,0.02203208333333333,0.02294809789486755,0,0.04215,0.020508,0.022197,0.023876,0,0,0.026862,0.024606,0,0.080407,0.023779
ENSMUSG00000109295,Gm5739,NA,NA,NA,NA,NA,0.01253725,0.01578668129742169,0.024033,0.029284,0,0,0,0,0.031188,0.037746,0,0,0.028196,0
ENSMUSG00000109300,Gm18462,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109301,Gm45167,NA,NA,NA,NA,NA,0.06567633333333334,0.1534252230231293,0,0.386013,0,0,0,0,0,0,0.402103,0,0,0
ENSMUSG00000109305,Smim38,SMIM38,one-to-one,No_annotation,NA,NA,0.11509658333333334,0.17340267550072752,0,0.065058,0,0.510505,0,0.19128,0,0.072755,0,0,0.405589,0.135972
ENSMUSG00000109306,Gm18410,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109308,Gm44743,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109309,Gm49772,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109310,Gm44576,NA,NA,NA,NA,NA,0.14718658333333334,0.15464439667211785,0,0,0,0,0.30833,0.287931,0,0.331322,0,0.288285,0.256183,0.294188
ENSMUSG00000109318,Gm17780,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109319,Olfr1482-ps1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109322,Or4k77,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109324,Prmt1,PRMT1,one-to-one,No_annotation,NA,NA,22.192715583333335,2.6979808206257245,20.988629,21.182523,23.652936,20.023336000000004,21.748684,17.901248000000002,27.665155,22.478644,25.883806999999997,20.597992,23.816976,20.372657000000004
ENSMUSG00000109325,Krt8-ps,NA,NA,NA,NA,NA,0.165675,0.17297936774235664,0,0.196434,0,0,0.45637,0.068078,0.424414,0.079514,0.157155,0,0.381097,0.225038
ENSMUSG00000109326,Gm9165,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109328,Or5a21,NA,NA,NA,NA,NA,0.001042,0.00360959388297354,0,0,0,0,0,0,0,0,0,0,0.012504,0
ENSMUSG00000109330,Gm44754,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109331,Gm42402,NA,NA,NA,NA,NA,0.00822866666666666,0.0285049374904302,0,0,0,0,0.098744,0,0,0,0,0,0,0
ENSMUSG00000109335,Gm44845,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109336,Samd4b,SAMD4B,one-to-one,No_annotation,NA,NA,6.6971635,1.559412048706907,6.732926,5.12834,8.239065,4.213572,6.743912,5.070879000000001,6.828494,6.9268469999999995,8.376047,4.994147,9.000723,8.11101
ENSMUSG00000109339,Gm18127,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109340,Gm33146,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109342,Gm32983,NA,NA,NA,NA,NA,0.11032766666666668,0.2297937165401468,0,0,0,0,0,0,0,0.716484,0,0,0.183148,0.4243
ENSMUSG00000109343,Or5x2-ps1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109344,Potefam2,POTEA | POTEB | POTEB2 | POTEB3 | POTEC | POTED | POTEE | POTEF | POTEG | POTEH | POTEI | POTEM,many-to-many,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109345,Gm4574,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109348,Gm44852,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109350,Apoc2l,APOC2,one-to-many (human-to-mouse),No_annotation,NA,NA,62.89781008333333,16.63065568504271,71.010716,57.514218,37.599366,66.53594199999999,64.87255900000001,72.813319,80.061622,67.491903,32.973068999999995,45.604002,87.913809,70.38319600000001
ENSMUSG00000109352,Gm18256,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109354,Or2ag2,OR2AG1 | OR2AG2,many-to-many,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109355,Gm4880,NA,NA,NA,NA,NA,0.01141366666666666,0.02079933766136593,0,0,0,0,0,0,0.04021,0.051876,0,0,0,0.044878
ENSMUSG00000109356,Gm45118,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109360,Gm18049,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109365,Or2ag14-ps1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109367,Gm18782,NA,NA,NA,NA,NA,0.2714375,0.20494692850168,0.309723,0.03788,0.408305,0,0.352858,0.041006,0.405111,0.099121,0.454316,0.167632,0.672298,0.309
ENSMUSG00000109368,Gm45015,NA,NA,NA,NA,NA,0.02055358333333333,0.02841612742619084,0.032247,0.040057,0,0,0,0.0437,0.086107,0,0,0.044532,0,0
ENSMUSG00000109369,Vmn2r-ps88,NA,NA,NA,NA,NA,0.06630041666666667,0.09412035045375616,0,0,0.091417,0,0.226178,0,0.103913,0,0.257434,0,0,0.116663
ENSMUSG00000109372,Gm19410,NA,mouse-specific,No_annotation,NA,NA,0.00212475,0.00736034990676394,0,0,0,0,0,0.025497,0,0,0,0,0,0
ENSMUSG00000109373,Gm44690,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109375,Gm44887,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109376,Or14j8,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109377,Gm7397,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109378,Gm49396,NA,NA,NA,NA,NA,1.4011843333333334,0.8067789363741283,0.446797,1.080487,1.254365,1.598756,0.949845,1.866547,0.488799,2.729309,1.64833,0.780877,0.999852,2.9702480000000002
ENSMUSG00000109380,Gm18461,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109384,Gm17931,NA,NA,NA,NA,NA,0.01238808333333333,0.0429135794834611,0,0,0.148657,0,0,0,0,0,0,0,0,0
ENSMUSG00000109389,Or4k50,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109391,Gm45023,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109392,Sdr42e2,SDR42E2,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109398,Zfp582,ZNF582,one-to-one,No_annotation,NA,NA,0.01716583333333333,0.03043295575174844,0.027622,0.017212,0,0.018137,0,0,0,0,0,0.039041,0.103978,0
ENSMUSG00000109400,Gm44533,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109403,Or4f58,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109404,Gm19963,NA,NA,NA,NA,NA,0.0077255,0.02676191702774672,0,0,0,0,0,0,0,0,0.092706,0,0,0
ENSMUSG00000109405,Gm16443,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109406,Olfr515-ps1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109409,Gm9343,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109410,Or5an8-ps1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109411,Gm18059,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109415,Or5u1-ps1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109417,Gm44859,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109423,Olfr1304-ps1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109425,Gm18471,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109426,Or5p71-ps1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109433,Olfr1435-ps1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109435,Gm7067,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109439,Gm44853,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109443,Gm45002,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109444,Gm18466,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109446,Gm9195,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109447,Gm3198,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109448,Gm45224,NA,NA,NA,NA,NA,0.02242866666666666,0.07769518042538631,0,0,0,0,0,0.269144,0,0,0,0,0,0
ENSMUSG00000109449,Or4k36,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109451,Gm18129,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109454,Gm34783,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109457,Gm44909,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109462,Gm6334,NA,NA,NA,NA,NA,0.05437558333333333,0.18836254604905756,0,0,0,0,0,0,0.652507,0,0,0,0,0
ENSMUSG00000109463,Gm7506,NA,NA,NA,NA,NA,0.009081,0.03145750676706595,0,0,0,0,0.108972,0,0,0,0,0,0,0
ENSMUSG00000109465,Gm19032,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109466,Gm7587,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109467,Gm30646,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109469,Gm8486,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109471,Gm19127,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109472,Gm18943,NA,NA,NA,NA,NA,0.01462666666666666,0.03631685622741076,0,0,0,0,0,0.058849,0.116671,0,0,0,0,0
ENSMUSG00000109475,Gm34272,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109476,Gm21034,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109477,Gm18306,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109480,Gm45042,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109482,Dhrs7l,NA,NA,NA,NA,NA,36.61349575,14.023314464251085,35.45952299999999,32.286248,19.686135,34.636921,35.819799,42.4286,30.85384,50.519991,34.02297,44.502101,12.139164,67.006657
ENSMUSG00000109484,Gm4199,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109487,Or4k48,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109488,Gm6828,NA,NA,NA,NA,NA,0.0345935,0.03102102646300057,0.04705,0.059626,0,0.062842,0,0.066376,0.065189,0,0.051105,0,0.062934,0
ENSMUSG00000109489,Gm7451,NA,NA,NA,NA,NA,0.0621705,0.08421902110082863,0.095994,0.040554,0.159232,0,0,0.090037,0.27676,0,0.040566,0,0.042903,0
