human_gene,human_id,mouse_gene,mouse_id,n_mouse,n_human,ortholog_type
WDR43,ENSG00000163811,Wdr43,ENSMUSG00000041057,1,1,one-to-one
WDR44,ENSG00000131725,Wdr44,ENSMUSG00000036769,1,1,one-to-one
WDR45,ENSG00000196998,Wdr45,ENSMUSG00000039382,1,1,one-to-one
WDR45B,ENSG00000141580,Wdr45b,ENSMUSG00000025173,1,1,one-to-one
WDR46,ENSG00000227057,Wdr46,ENSMUSG00000024312,1,1,one-to-one
WDR47,ENSG00000085433,Wdr47,ENSMUSG00000040389,1,1,one-to-one
WDR48,ENSG00000114742,Wdr48,ENSMUSG00000032512,1,1,one-to-one
WDR49,ENSG00000174776,Wdr49,ENSMUSG00000104301,1,1,one-to-one
WDR5,ENSG00000196363,Wdr5,ENSMUSG00000026917,1,1,one-to-one
WDR53,ENSG00000185798,Wdr53,ENSMUSG00000022787,1,1,one-to-one
WDR54,ENSG00000005448,Wdr54,ENSMUSG00000030032,1,1,one-to-one
WDR55,ENSG00000120314,Wdr55,ENSMUSG00000042660,1,1,one-to-one
WDR59,ENSG00000103091,Wdr59,ENSMUSG00000031959,1,1,one-to-one
WDR5B,ENSG00000196981,Wdr5b,ENSMUSG00000034379,1,1,one-to-one
WDR6,ENSG00000178252,Wdr6,ENSMUSG00000066357,1,1,one-to-one
WDR62,ENSG00000075702,Wdr62,ENSMUSG00000037020,1,1,one-to-one
WDR64,ENSG00000162843,Wdr64,ENSMUSG00000026523,1,1,one-to-one
WDR7,ENSG00000091157,Wdr7,ENSMUSG00000040560,1,1,one-to-one
WDR70,ENSG00000082068,Wdr70,ENSMUSG00000039828,1,1,one-to-one
WDR72,ENSG00000166415,Wdr72,ENSMUSG00000044976,1,1,one-to-one
WDR73,ENSG00000177082,Wdr73,ENSMUSG00000025722,1,1,one-to-one
WDR74,ENSG00000133316,Wdr74,ENSMUSG00000042729,1,1,one-to-one
WDR75,ENSG00000115368,Wdr75,ENSMUSG00000025995,1,1,one-to-one
WDR76,ENSG00000092470,Wdr76,ENSMUSG00000027242,1,1,one-to-one
WDR77,ENSG00000116455,Wdr77,ENSMUSG00000000561,1,1,one-to-one
WDR81,ENSG00000167716,Wdr81,ENSMUSG00000045374,1,1,one-to-one
WDR82,ENSG00000164091,Wdr82,ENSMUSG00000020257,1,1,one-to-one
WDR83,ENSG00000123154,Wdr83,ENSMUSG00000005150,1,1,one-to-one
WDR83OS,ENSG00000105583,Wdr83os,ENSMUSG00000059355,1,1,one-to-one
WDR86,ENSG00000187260,Wdr86,ENSMUSG00000055235,1,1,one-to-one
WDR88,ENSG00000166359,Wdr88,ENSMUSG00000118454,1,1,one-to-one
WDR89,ENSG00000140006,Wdr89,ENSMUSG00000045690,1,1,one-to-one
WDR90,ENSG00000161996,Wdr90,ENSMUSG00000073434,1,1,one-to-one
WDR91,ENSG00000105875,Wdr91,ENSMUSG00000058486,1,1,one-to-one
WDR93,ENSG00000140527,Wdr93,ENSMUSG00000039099,1,1,one-to-one
WDSUB1,ENSG00000196151,Wdsub1,ENSMUSG00000026988,1,1,one-to-one
WDTC1,ENSG00000142784,Wdtc1,ENSMUSG00000037622,1,1,one-to-one
WEE1,ENSG00000166483,Wee1,ENSMUSG00000031016,1,1,one-to-one
WEE2,ENSG00000214102,Wee2,ENSMUSG00000037159,1,1,one-to-one
WFDC1,ENSG00000103175,Wfdc1,ENSMUSG00000023336,1,1,one-to-one
WFDC10A,ENSG00000180305,Wfdc10,ENSMUSG00000070529,1,1,one-to-one
WFDC11,ENSG00000180083,Wfdc11,ENSMUSG00000078940,1,1,one-to-one
WFDC12,ENSG00000168703,Wfdc12,ENSMUSG00000042845,1,1,one-to-one
WFDC13,ENSG00000168634,Wfdc13,ENSMUSG00000067704,1,1,one-to-one
WFDC2,ENSG00000101443,Wfdc2,ENSMUSG00000017723,1,1,one-to-one
WFDC3,ENSG00000124116,Wfdc3,ENSMUSG00000076434,1,1,one-to-one
WFDC5,ENSG00000175121,Wfdc5,ENSMUSG00000040154,1,1,one-to-one
WFDC8,ENSG00000158901,Wfdc8,ENSMUSG00000070533,1,1,one-to-one
WFDC9,ENSG00000180205,Wfdc9,ENSMUSG00000074594,1,1,one-to-one
WFIKKN1,ENSG00000127578,Wfikkn1,ENSMUSG00000071192,1,1,one-to-one
WFIKKN2,ENSG00000173714,Wfikkn2,ENSMUSG00000044177,1,1,one-to-one
WFS1,ENSG00000109501,Wfs1,ENSMUSG00000039474,1,1,one-to-one
WHAMM,ENSG00000156232,Whamm,ENSMUSG00000045795,1,1,one-to-one
WHR1,ENSG00000204344,Stk19,ENSMUSG00000061207,1,1,one-to-one
WHRN,ENSG00000095397,Whrn,ENSMUSG00000039137,1,1,one-to-one
WIF1,ENSG00000156076,Wif1,ENSMUSG00000020218,1,1,one-to-one
WIPF1,ENSG00000115935,Wipf1,ENSMUSG00000075284,1,1,one-to-one
WIPF2,ENSG00000171475,Wipf2,ENSMUSG00000038013,1,1,one-to-one
WIPF3,ENSG00000122574,Wipf3,ENSMUSG00000086040,1,1,one-to-one
WIPI1,ENSG00000070540,Wipi1,ENSMUSG00000041895,1,1,one-to-one
WIPI2,ENSG00000157954,Wipi2,ENSMUSG00000029578,1,1,one-to-one
WIZ,ENSG00000011451,Wiz,ENSMUSG00000024050,1,1,one-to-one
WLS,ENSG00000116729,Wls,ENSMUSG00000028173,1,1,one-to-one
WNK1,ENSG00000060237,Wnk1,ENSMUSG00000045962,1,1,one-to-one
WNK2,ENSG00000165238,Wnk2,ENSMUSG00000037989,1,1,one-to-one
WNK3,ENSG00000196632,Wnk3,ENSMUSG00000041245,1,1,one-to-one
WNK4,ENSG00000126562,Wnk4,ENSMUSG00000035112,1,1,one-to-one
WNT1,ENSG00000125084,Wnt1,ENSMUSG00000022997,1,1,one-to-one
WNT10A,ENSG00000135925,Wnt10a,ENSMUSG00000026167,1,1,one-to-one
WNT10B,ENSG00000169884,Wnt10b,ENSMUSG00000022996,1,1,one-to-one
WNT11,ENSG00000085741,Wnt11,ENSMUSG00000015957,1,1,one-to-one
WNT16,ENSG00000002745,Wnt16,ENSMUSG00000029671,1,1,one-to-one
WNT2,ENSG00000105989,Wnt2,ENSMUSG00000010797,1,1,one-to-one
WNT2B,ENSG00000134245,Wnt2b,ENSMUSG00000027840,1,1,one-to-one
WNT3,ENSG00000108379,Wnt3,ENSMUSG00000000125,1,1,one-to-one
WNT3A,ENSG00000154342,Wnt3a,ENSMUSG00000009900,1,1,one-to-one
WNT4,ENSG00000162552,Wnt4,ENSMUSG00000036856,1,1,one-to-one
WNT5A,ENSG00000114251,Wnt5a,ENSMUSG00000021994,1,1,one-to-one
WNT5B,ENSG00000111186,Wnt5b,ENSMUSG00000030170,1,1,one-to-one
WNT6,ENSG00000115596,Wnt6,ENSMUSG00000033227,1,1,one-to-one
WNT7A,ENSG00000154764,Wnt7a,ENSMUSG00000030093,1,1,one-to-one
WNT7B,ENSG00000188064,Wnt7b,ENSMUSG00000022382,1,1,one-to-one
WNT8A,ENSG00000061492,Wnt8a,ENSMUSG00000012282,1,1,one-to-one
WNT8B,ENSG00000075290,Wnt8b,ENSMUSG00000036961,1,1,one-to-one
WNT9A,ENSG00000143816,Wnt9a,ENSMUSG00000000126,1,1,one-to-one
WNT9B,ENSG00000158955,Wnt9b,ENSMUSG00000018486,1,1,one-to-one
WRAP53,ENSG00000141499,Wrap53,ENSMUSG00000041346,1,1,one-to-one
WRAP73,ENSG00000116213,Wrap73,ENSMUSG00000029029,1,1,one-to-one
WRN,ENSG00000165392,Wrn,ENSMUSG00000031583,1,1,one-to-one
WRNIP1,ENSG00000124535,Wrnip1,ENSMUSG00000021400,1,1,one-to-one
WSB1,ENSG00000109046,Wsb1,ENSMUSG00000017677,1,1,one-to-one
WSB2,ENSG00000176871,Wsb2,ENSMUSG00000029364,1,1,one-to-one
WSCD1,ENSG00000179314,Wscd1,ENSMUSG00000020811,1,1,one-to-one
WSCD2,ENSG00000075035,Wscd2,ENSMUSG00000063430,1,1,one-to-one
WT1,ENSG00000184937,Wt1,ENSMUSG00000016458,1,1,one-to-one
WTAP,ENSG00000146457,Wtap,ENSMUSG00000060475,1,1,one-to-one
WTIP,ENSG00000142279,Wtip,ENSMUSG00000036459,1,1,one-to-one
WWC1,ENSG00000113645,Wwc1,ENSMUSG00000018849,1,1,one-to-one
WWC2,ENSG00000151718,Wwc2,ENSMUSG00000031563,1,1,one-to-one
WWOX,ENSG00000186153,Wwox,ENSMUSG00000004637,1,1,one-to-one
WWP1,ENSG00000123124,Wwp1,ENSMUSG00000041058,1,1,one-to-one
WWP2,ENSG00000198373,Wwp2,ENSMUSG00000031930,1,1,one-to-one
WWTR1,ENSG00000018408,Wwtr1,ENSMUSG00000027803,1,1,one-to-one
XAB2,ENSG00000076924,Xab2,ENSMUSG00000019470,1,1,one-to-one
XAF1,ENSG00000132530,Xaf1,ENSMUSG00000040483,1,1,one-to-one
XBP1,ENSG00000100219,Xbp1,ENSMUSG00000020484,1,1,one-to-one
XCL1,ENSG00000143184,Xcl1,ENSMUSG00000026573,1,2,one-to-many (mouse-to-human)
XCL2,ENSG00000143185,Xcl1,ENSMUSG00000026573,1,2,one-to-many (mouse-to-human)
XCR1,ENSG00000173578,Xcr1,ENSMUSG00000060509,1,1,one-to-one
XDH,ENSG00000158125,Xdh,ENSMUSG00000024066,1,1,one-to-one
XIAP,ENSG00000101966,Xiap,ENSMUSG00000025860,1,1,one-to-one
XIRP1,ENSG00000168334,Xirp1,ENSMUSG00000079243,1,1,one-to-one
XIRP2,ENSG00000163092,Xirp2,ENSMUSG00000027022,1,1,one-to-one
XK,ENSG00000047597,Xk,ENSMUSG00000015342,1,1,one-to-one
XKR4,ENSG00000206579,Xkr4,ENSMUSG00000051951,1,1,one-to-one
XKR5,ENSG00000275591,Xkr5,ENSMUSG00000039814,1,1,one-to-one
XKR6,ENSG00000171044,Xkr6,ENSMUSG00000035067,1,1,one-to-one
XKR7,ENSG00000260903,Xkr7,ENSMUSG00000042631,1,1,one-to-one
XKR8,ENSG00000158156,Xkr8,ENSMUSG00000037752,1,1,one-to-one
XKR9,ENSG00000221947,Xkr9,ENSMUSG00000067813,1,1,one-to-one
XKRX,ENSG00000182489,Xkrx,ENSMUSG00000031258,1,1,one-to-one
XNDC1N,ENSG00000254469,Xndc1,ENSMUSG00000099481,1,1,one-to-one
XPA,ENSG00000136936,Xpa,ENSMUSG00000028329,1,1,one-to-one
XPC,ENSG00000154767,Xpc,ENSMUSG00000030094,1,1,one-to-one
XPNPEP1,ENSG00000108039,Xpnpep1,ENSMUSG00000025027,1,1,one-to-one
XPNPEP2,ENSG00000122121,Xpnpep2,ENSMUSG00000037005,1,1,one-to-one
XPNPEP3,ENSG00000196236,Xpnpep3,ENSMUSG00000022401,1,1,one-to-one
XPO1,ENSG00000082898,Xpo1,ENSMUSG00000020290,1,1,one-to-one
XPO4,ENSG00000132953,Xpo4,ENSMUSG00000021952,1,1,one-to-one
XPO5,ENSG00000124571,Xpo5,ENSMUSG00000067150,1,1,one-to-one
XPO6,ENSG00000169180,Xpo6,ENSMUSG00000000131,1,1,one-to-one
XPO7,ENSG00000130227,Xpo7,ENSMUSG00000022100,1,1,one-to-one
XPOT,ENSG00000184575,Xpot,ENSMUSG00000034667,1,1,one-to-one
XPR1,ENSG00000143324,Xpr1,ENSMUSG00000026469,1,1,one-to-one
XRCC1,ENSG00000073050,Xrcc1,ENSMUSG00000051768,1,1,one-to-one
XRCC2,ENSG00000196584,Xrcc2,ENSMUSG00000028933,1,1,one-to-one
XRCC3,ENSG00000126215,Xrcc3,ENSMUSG00000021287,1,1,one-to-one
XRCC4,ENSG00000152422,Xrcc4,ENSMUSG00000021615,1,1,one-to-one
XRCC5,ENSG00000079246,Xrcc5,ENSMUSG00000026187,1,1,one-to-one
XRCC6,ENSG00000196419,Xrcc6,ENSMUSG00000022471,1,1,one-to-one
XRN1,ENSG00000114127,Xrn1,ENSMUSG00000032410,1,1,one-to-one
XRN2,ENSG00000088930,Xrn2,ENSMUSG00000027433,1,1,one-to-one
XRRA1,ENSG00000166435,Xrra1,ENSMUSG00000035211,1,1,one-to-one
XXYLT1,ENSG00000173950,Xxylt1,ENSMUSG00000047434,1,1,one-to-one
XYLB,ENSG00000093217,Xylb,ENSMUSG00000035769,1,1,one-to-one
XYLT1,ENSG00000103489,Xylt1,ENSMUSG00000030657,1,1,one-to-one
XYLT2,ENSG00000015532,Xylt2,ENSMUSG00000020868,1,1,one-to-one
YAE1,ENSG00000241127,Yae1d1,ENSMUSG00000075054,1,1,one-to-one
YAF2,ENSG00000015153,Yaf2,ENSMUSG00000022634,1,1,one-to-one
YAP1,ENSG00000137693,Yap1,ENSMUSG00000053110,1,1,one-to-one
YARS1,ENSG00000134684,Yars1,ENSMUSG00000028811,1,1,one-to-one
YARS2,ENSG00000139131,Yars2,ENSMUSG00000022792,1,1,one-to-one
YBEY,ENSG00000182362,Ybey,ENSMUSG00000033126,1,1,one-to-one
YBX1,ENSG00000065978,Ybx1,ENSMUSG00000028639,1,1,one-to-one
YBX2,ENSG00000006047,Ybx2,ENSMUSG00000018554,1,1,one-to-one
YBX3,ENSG00000060138,Ybx3,ENSMUSG00000030189,1,1,one-to-one
YDJC,ENSG00000161179,Ydjc,ENSMUSG00000041774,1,1,one-to-one
YEATS2,ENSG00000163872,Yeats2,ENSMUSG00000041215,1,1,one-to-one
YEATS4,ENSG00000127337,Yeats4,ENSMUSG00000020171,1,1,one-to-one
YES1,ENSG00000176105,Yes1,ENSMUSG00000014932,1,1,one-to-one
YIF1A,ENSG00000174851,Yif1a,ENSMUSG00000024875,1,1,one-to-one
YIF1B,ENSG00000167645,Yif1b,ENSMUSG00000030588,1,1,one-to-one
YIPF1,ENSG00000058799,Yipf1,ENSMUSG00000057375,1,1,one-to-one
YIPF2,ENSG00000130733,Yipf2,ENSMUSG00000032182,1,1,one-to-one
YIPF3,ENSG00000137207,Yipf3,ENSMUSG00000071074,1,1,one-to-one
YIPF4,ENSG00000119820,Yipf4,ENSMUSG00000024072,1,1,one-to-one
YIPF5,ENSG00000145817,Yipf5,ENSMUSG00000024487,1,1,one-to-one
YIPF6,ENSG00000181704,Yipf6,ENSMUSG00000047694,1,1,one-to-one
YIPF7,ENSG00000177752,Yipf7,ENSMUSG00000029158,1,1,one-to-one
YJEFN3,ENSG00000250067,Yjefn3,ENSMUSG00000048967,1,1,one-to-one
YJU2,ENSG00000105248,Yju2,ENSMUSG00000003208,1,1,one-to-one
YJU2B,ENSG00000104957,Yju2b,ENSMUSG00000004994,1,1,one-to-one
YKT6,ENSG00000106636,Ykt6,ENSMUSG00000002741,1,1,one-to-one
YLPM1,ENSG00000119596,Ylpm1,ENSMUSG00000021244,1,1,one-to-one
YME1L1,ENSG00000136758,Yme1l1,ENSMUSG00000026775,1,1,one-to-one
YOD1,ENSG00000180667,Yod1,ENSMUSG00000046404,1,1,one-to-one
YPEL1,ENSG00000100027,Ypel1,ENSMUSG00000022773,1,1,one-to-one
YPEL2,ENSG00000175155,Ypel2,ENSMUSG00000018427,1,1,one-to-one
YPEL3,ENSG00000090238,Ypel3,ENSMUSG00000042675,1,1,one-to-one
YPEL4,ENSG00000166793,Ypel4,ENSMUSG00000034059,1,1,one-to-one
YPEL5,ENSG00000119801,Ypel5,ENSMUSG00000039770,1,1,one-to-one
YRDC,ENSG00000196449,Yrdc,ENSMUSG00000028889,1,1,one-to-one
YTHDC1,ENSG00000083896,Ythdc1,ENSMUSG00000035851,1,1,one-to-one
YTHDC2,ENSG00000047188,Ythdc2,ENSMUSG00000034653,1,1,one-to-one
YTHDF1,ENSG00000149658,Ythdf1,ENSMUSG00000038848,1,1,one-to-one
YTHDF2,ENSG00000198492,Ythdf2,ENSMUSG00000040025,1,1,one-to-one
YTHDF3,ENSG00000185728,Ythdf3,ENSMUSG00000047213,1,1,one-to-one
YWHAB,ENSG00000166913,Ywhab,ENSMUSG00000018326,1,1,one-to-one
YWHAE,ENSG00000108953,Ywhae,ENSMUSG00000020849,1,1,one-to-one
YWHAG,ENSG00000170027,Ywhag,ENSMUSG00000051391,1,1,one-to-one
YWHAH,ENSG00000128245,Ywhah,ENSMUSG00000018965,1,1,one-to-one
YWHAZ,ENSG00000164924,Ywhaz,ENSMUSG00000022285,1,1,one-to-one
YY1,ENSG00000100811,Yy1,ENSMUSG00000021264,1,1,one-to-one
YY1AP1,ENSG00000163374,Gon4l,ENSMUSG00000054199,1,2,one-to-many (mouse-to-human)
Y_RNA,ENSG00000201012,Gm22199,ENSMUSG00000084609,1,1,one-to-one
Y_RNA,ENSG00000252621,Gm23921,ENSMUSG00000092999,8,2,many-to-many
Y_RNA,ENSG00000252621,Gm24045,ENSMUSG00000065047,8,2,many-to-many
Y_RNA,ENSG00000252621,Gm24203,ENSMUSG00000064883,8,2,many-to-many
Y_RNA,ENSG00000223080,Gm24629,ENSMUSG00000084711,2,1,one-to-many (mouse-to-human)
Y_RNA,ENSG00000223080,Gm25283,ENSMUSG00000087897,2,1,one-to-many (mouse-to-human)
Y_RNA,ENSG00000252621,Gm26124,ENSMUSG00000065293,8,2,many-to-many
Y_RNA,ENSG00000206959,Gm26329,ENSMUSG00000070235,1,3,one-to-many (mouse-to-human)
Y_RNA,ENSG00000201026,Gm26329,ENSMUSG00000070235,1,3,one-to-many (mouse-to-human)
Y_RNA,ENSG00000252621,Gm26438,ENSMUSG00000064527,8,2,many-to-many
Y_RNA,ENSG00000252621,Gm26456,ENSMUSG00000064765,8,2,many-to-many
Y_RNA,ENSG00000252357,Gm54376,ENSMUSG00000119849,3,1,one-to-many (mouse-to-human)
Y_RNA,ENSG00000252357,Gm54851,ENSMUSG00000119124,3,1,one-to-many (mouse-to-human)
Y_RNA,ENSG00000201013,Gm55481,ENSMUSG00002075720,1,1,one-to-one
Y_RNA,ENSG00000252621,Gm55767,ENSMUSG00002075209,8,2,many-to-many
Y_RNA,ENSG00000222506,Gm55795,ENSMUSG00002075742,1,1,one-to-one
Y_RNA,ENSG00000277604,Gm56181,ENSMUSG00002076201,1,1,one-to-one
Y_RNA,ENSG00000252357,Gm56322,ENSMUSG00002075391,3,1,one-to-many (mouse-to-human)
Y_RNA,ENSG00000201351,Gm56393,ENSMUSG00002075548,1,3,one-to-many (mouse-to-human)
Y_RNA,ENSG00000252254,Gm56393,ENSMUSG00002075548,1,3,one-to-many (mouse-to-human)
Y_RNA,ENSG00000207351,Gm56393,ENSMUSG00002075548,1,3,one-to-many (mouse-to-human)
Y_RNA,ENSG00000252621,Gm56480,ENSMUSG00002075205,8,2,many-to-many
ZAN,ENSG00000146839,Zan,ENSMUSG00000079173,1,1,one-to-one
ZAP70,ENSG00000115085,Zap70,ENSMUSG00000026117,1,1,one-to-one
ZAR1,ENSG00000182223,Zar1,ENSMUSG00000063935,1,1,one-to-one
ZAR1L,ENSG00000189167,Zar1l,ENSMUSG00000056586,1,1,one-to-one
ZBBX,ENSG00000169064,Zbbx,ENSMUSG00000034151,1,1,one-to-one
ZBED3,ENSG00000132846,Zbed3,ENSMUSG00000041995,1,1,one-to-one
ZBED4,ENSG00000100426,Zbed4,ENSMUSG00000034333,1,1,one-to-one
ZBED6,ENSG00000257315,Zbed6,ENSMUSG00000094410,1,1,one-to-one
ZBP1,ENSG00000124256,Zbp1,ENSMUSG00000027514,1,1,one-to-one
ZBTB1,ENSG00000126804,Zbtb1,ENSMUSG00000033454,1,1,one-to-one
ZBTB10,ENSG00000205189,Zbtb10,ENSMUSG00000069114,1,1,one-to-one
ZBTB11,ENSG00000066422,Zbtb11,ENSMUSG00000022601,1,1,one-to-one
ZBTB12,ENSG00000204366,Zbtb12,ENSMUSG00000049823,1,1,one-to-one
ZBTB14,ENSG00000198081,Zbtb14,ENSMUSG00000049672,1,1,one-to-one
ZBTB16,ENSG00000109906,Zbtb16,ENSMUSG00000066687,1,1,one-to-one
ZBTB17,ENSG00000116809,Zbtb17,ENSMUSG00000006215,1,1,one-to-one
ZBTB18,ENSG00000179456,Zbtb18,ENSMUSG00000063659,1,1,one-to-one
ZBTB2,ENSG00000181472,Zbtb2,ENSMUSG00000075327,1,1,one-to-one
ZBTB20,ENSG00000181722,Zbtb20,ENSMUSG00000022708,1,1,one-to-one
ZBTB21,ENSG00000173276,Zbtb21,ENSMUSG00000046962,1,1,one-to-one
ZBTB22,ENSG00000236104,Zbtb22,ENSMUSG00000051390,1,1,one-to-one
ZBTB24,ENSG00000112365,Zbtb24,ENSMUSG00000019826,1,1,one-to-one
ZBTB25,ENSG00000089775,Zbtb25,ENSMUSG00000056459,1,1,one-to-one
ZBTB26,ENSG00000171448,Zbtb26,ENSMUSG00000050714,1,1,one-to-one
ZBTB3,ENSG00000185670,Zbtb3,ENSMUSG00000071661,1,1,one-to-one
ZBTB32,ENSG00000011590,Zbtb32,ENSMUSG00000006310,1,1,one-to-one
ZBTB33,ENSG00000177485,Zbtb33,ENSMUSG00000048047,1,1,one-to-one
ZBTB34,ENSG00000177125,Zbtb34,ENSMUSG00000068966,1,1,one-to-one
ZBTB37,ENSG00000185278,Zbtb37,ENSMUSG00000043467,1,1,one-to-one
ZBTB38,ENSG00000177311,Zbtb38,ENSMUSG00000040433,1,1,one-to-one
ZBTB39,ENSG00000166860,Zbtb39,ENSMUSG00000044617,1,1,one-to-one
ZBTB4,ENSG00000174282,Zbtb4,ENSMUSG00000018750,1,1,one-to-one
ZBTB40,ENSG00000184677,Zbtb40,ENSMUSG00000060862,1,1,one-to-one
ZBTB41,ENSG00000177888,Zbtb41,ENSMUSG00000033964,1,1,one-to-one
ZBTB42,ENSG00000179627,Zbtb42,ENSMUSG00000037638,1,1,one-to-one
ZBTB43,ENSG00000169155,Zbtb43,ENSMUSG00000026788,1,1,one-to-one
ZBTB44,ENSG00000196323,Zbtb44,ENSMUSG00000047412,1,1,one-to-one
ZBTB45,ENSG00000119574,Zbtb45,ENSMUSG00000049600,1,1,one-to-one
ZBTB46,ENSG00000130584,Zbtb46,ENSMUSG00000027583,1,1,one-to-one
ZBTB47,ENSG00000114853,Zbtb47,ENSMUSG00000013419,1,1,one-to-one
ZBTB48,ENSG00000204859,Zbtb48,ENSMUSG00000028952,1,1,one-to-one
ZBTB49,ENSG00000168826,Zbtb49,ENSMUSG00000029127,1,1,one-to-one
ZBTB5,ENSG00000168795,Zbtb5,ENSMUSG00000049657,1,1,one-to-one
ZBTB6,ENSG00000186130,Zbtb6,ENSMUSG00000066798,1,1,one-to-one
ZBTB7A,ENSG00000178951,Zbtb7a,ENSMUSG00000035011,1,1,one-to-one
ZBTB7B,ENSG00000160685,Zbtb7b,ENSMUSG00000028042,1,1,one-to-one
ZBTB7C,ENSG00000184828,Zbtb7c,ENSMUSG00000044646,1,1,one-to-one
ZBTB8A,ENSG00000160062,Zbtb8a,ENSMUSG00000028807,1,1,one-to-one
ZBTB8B,ENSG00000273274,Zbtb8b,ENSMUSG00000048485,1,1,one-to-one
ZBTB8OS,ENSG00000176261,Zbtb8os,ENSMUSG00000057572,1,1,one-to-one
ZBTB9,ENSG00000213588,Zbtb9,ENSMUSG00000079605,1,1,one-to-one
ZC2HC1A,ENSG00000104427,Zc2hc1a,ENSMUSG00000043542,1,1,one-to-one
ZC2HC1B,ENSG00000118491,Zc2hc1b,ENSMUSG00000019815,1,1,one-to-one
ZC2HC1C,ENSG00000119703,Zc2hc1c,ENSMUSG00000045064,1,1,one-to-one
ZC3H10,ENSG00000135482,Zc3h10,ENSMUSG00000039810,1,1,one-to-one
ZC3H11A,ENSG00000058673,Zc3h11a,ENSMUSG00000102976,1,3,one-to-many (mouse-to-human)
ZC3H11B,ENSG00000215817,Zc3h11a,ENSMUSG00000102976,1,3,one-to-many (mouse-to-human)
ZC3H11C,ENSG00000214558,Zc3h11a,ENSMUSG00000102976,1,3,one-to-many (mouse-to-human)
ZC3H12A,ENSG00000163874,Zc3h12a,ENSMUSG00000042677,1,1,one-to-one
ZC3H12B,ENSG00000102053,Zc3h12b,ENSMUSG00000035045,1,1,one-to-one
ZC3H12C,ENSG00000149289,Zc3h12c,ENSMUSG00000035164,1,1,one-to-one
ZC3H12D,ENSG00000178199,Zc3h12d,ENSMUSG00000039981,1,1,one-to-one
ZC3H13,ENSG00000123200,Zc3h13,ENSMUSG00000022000,1,1,one-to-one
ZC3H14,ENSG00000100722,Zc3h14,ENSMUSG00000021012,1,1,one-to-one
ZC3H15,ENSG00000065548,Zc3h15,ENSMUSG00000027091,1,1,one-to-one
ZC3H18,ENSG00000158545,Zc3h18,ENSMUSG00000017478,1,1,one-to-one
ZC3H3,ENSG00000014164,Zc3h3,ENSMUSG00000075600,1,1,one-to-one
ZC3H4,ENSG00000130749,Zc3h4,ENSMUSG00000059273,1,1,one-to-one
ZC3H6,ENSG00000188177,Zc3h6,ENSMUSG00000042851,1,1,one-to-one
ZC3H7A,ENSG00000122299,Zc3h7a,ENSMUSG00000037965,1,1,one-to-one
ZC3H7B,ENSG00000100403,Zc3h7b,ENSMUSG00000022390,1,1,one-to-one
ZC3H8,ENSG00000144161,Zc3h8,ENSMUSG00000027387,1,1,one-to-one
ZC3HAV1,ENSG00000105939,Zc3hav1,ENSMUSG00000029826,1,1,one-to-one
ZC3HAV1L,ENSG00000146858,Zc3hav1l,ENSMUSG00000047749,1,1,one-to-one
ZC3HC1,ENSG00000091732,Zc3hc1,ENSMUSG00000039130,1,1,one-to-one
ZC4H2,ENSG00000126970,Zc4h2,ENSMUSG00000035062,1,1,one-to-one
ZCCHC10,ENSG00000155329,Zcchc10,ENSMUSG00000018239,1,1,one-to-one
ZCCHC12,ENSG00000174460,Zcchc12,ENSMUSG00000036699,2,2,many-to-many
ZCCHC12,ENSG00000174460,Zcchc18,ENSMUSG00000031428,2,2,many-to-many
ZCCHC13,ENSG00000187969,Zcchc13,ENSMUSG00000031330,1,1,one-to-one
ZCCHC14,ENSG00000140948,Zcchc14,ENSMUSG00000061410,1,1,one-to-one
ZCCHC17,ENSG00000121766,Zcchc17,ENSMUSG00000028772,1,1,one-to-one
ZCCHC18,ENSG00000166707,Zcchc12,ENSMUSG00000036699,2,2,many-to-many
ZCCHC18,ENSG00000166707,Zcchc18,ENSMUSG00000031428,2,2,many-to-many
ZCCHC2,ENSG00000141664,Zcchc2,ENSMUSG00000038866,1,1,one-to-one
ZCCHC24,ENSG00000165424,Zcchc24,ENSMUSG00000055538,1,1,one-to-one
ZCCHC3,ENSG00000247315,Zcchc3,ENSMUSG00000074682,1,1,one-to-one
ZCCHC4,ENSG00000168228,Zcchc4,ENSMUSG00000029179,1,1,one-to-one
ZCCHC7,ENSG00000147905,Zcchc7,ENSMUSG00000035649,1,1,one-to-one
ZCCHC8,ENSG00000033030,Zcchc8,ENSMUSG00000029427,1,1,one-to-one
ZCCHC9,ENSG00000131732,Zcchc9,ENSMUSG00000021621,1,1,one-to-one
ZCRB1,ENSG00000139168,Zcrb1,ENSMUSG00000022635,1,1,one-to-one
ZCWPW1,ENSG00000078487,Zcwpw1,ENSMUSG00000037108,1,1,one-to-one
ZCWPW2,ENSG00000206559,Zcwpw2,ENSMUSG00000032443,1,1,one-to-one
ZDBF2,ENSG00000204186,Zdbf2,ENSMUSG00000027520,1,1,one-to-one
ZDHHC1,ENSG00000159714,Zdhhc1,ENSMUSG00000039199,1,1,one-to-one
ZDHHC11,ENSG00000188818,Zdhhc11,ENSMUSG00000069189,1,2,one-to-many (mouse-to-human)
ZDHHC11B,ENSG00000206077,Zdhhc11,ENSMUSG00000069189,1,2,one-to-many (mouse-to-human)
ZDHHC12,ENSG00000160446,Zdhhc12,ENSMUSG00000015335,1,1,one-to-one
